,Date,Round,Home Team,Away Team,Home Score,Away Score,Winner,Season
161,2005-08-20 14:10:00,21,Geelong,West Coast,109,33,Home,2005
162,2005-08-20 14:40:00,21,Adelaide,Collingwood,151,41,Home,2005
163,2005-08-20 19:10:00,21,Melbourne,Western Bulldogs,109,105,Home,2005
164,2005-08-20 19:10:00,21,Brisbane Lions,Port Adelaide,51,81,Away,2005
165,2005-08-21 13:10:00,21,Sydney,North Melbourne,101,64,Home,2005
166,2005-08-21 14:10:00,21,Essendon,Carlton,182,83,Home,2005
167,2005-08-21 14:10:00,21,Richmond,Hawthorn,137,133,Home,2005
168,2005-08-26 19:40:00,22,Western Bulldogs,Collingwood,141,100,Home,2005
169,2005-08-27 14:10:00,22,Hawthorn,Sydney,75,129,Away,2005
170,2005-08-27 16:10:00,22,West Coast,Adelaide,74,82,Away,2005
171,2005-08-27 19:10:00,22,St Kilda,Brisbane Lions,186,47,Home,2005
172,2005-08-27 19:40:00,22,Port Adelaide,Fremantle,120,75,Home,2005
173,2005-08-28 13:10:00,22,Geelong,Richmond,69,68,Home,2005
174,2005-08-28 14:10:00,22,Carlton,North Melbourne,83,113,Away,2005
175,2005-08-28 14:10:00,22,Essendon,Melbourne,85,95,Away,2005
176,2005-09-02 20:30:00,23,West Coast,Sydney,69,65,Home,2005
177,2005-09-03 14:30:00,24,Geelong,Melbourne,116,61,Home,2005
178,2005-09-03 19:30:00,25,Adelaide,St Kilda,57,65,Away,2005
179,2005-09-04 14:30:00,26,North Melbourne,Port Adelaide,77,164,Away,2005
180,2005-09-09 20:00:00,27,Sydney,Geelong,56,53,Home,2005
181,2005-09-10 19:30:00,28,Adelaide,Port Adelaide,123,40,Home,2005
182,2005-09-16 20:00:00,29,St Kilda,Sydney,65,96,Away,2005
183,2005-09-17 15:00:00,30,West Coast,Adelaide,93,77,Home,2005
184,2005-09-24 14:35:00,31,West Coast,Sydney,54,58,Away,2005
0,2006-03-30 19:45:00,1,West Coast,St Kilda,84,66,Home,2006
1,2006-03-31 18:40:00,1,Western Bulldogs,Richmond,167,52,Home,2006
2,2006-04-01 13:10:00,1,Geelong,Brisbane Lions,115,38,Home,2006
3,2006-04-01 18:10:00,1,Essendon,Sydney,108,81,Home,2006
4,2006-04-01 18:40:00,1,Port Adelaide,North Melbourne,87,128,Away,2006
5,2006-04-02 13:10:00,1,Hawthorn,Fremantle,109,87,Home,2006
6,2006-04-02 17:10:00,1,Melbourne,Carlton,72,93,Away,2006
7,2006-04-03 19:10:00,1,Collingwood,Adelaide,77,111,Away,2006
8,2006-04-07 19:40:00,2,Richmond,St Kilda,77,88,Away,2006
9,2006-04-08 14:10:00,2,Western Bulldogs,Melbourne,137,90,Home,2006
10,2006-04-08 14:10:00,2,Geelong,North Melbourne,138,69,Home,2006
11,2006-04-08 19:10:00,2,Brisbane Lions,Essendon,115,97,Home,2006
12,2006-04-08 19:40:00,2,Fremantle,Carlton,101,86,Home,2006
13,2006-04-09 13:10:00,2,Sydney,Port Adelaide,80,106,Away,2006
14,2006-04-09 14:10:00,2,Hawthorn,Collingwood,84,119,Away,2006
15,2006-04-09 15:10:00,2,Adelaide,West Coast,88,90,Away,2006
16,2006-04-13 19:40:00,3,St Kilda,Brisbane Lions,124,87,Home,2006
17,2006-04-15 14:10:00,3,Geelong,Hawthorn,49,101,Away,2006
18,2006-04-15 19:10:00,3,Carlton,Sydney,74,81,Away,2006
19,2006-04-15 19:40:00,3,West Coast,Richmond,136,90,Home,2006
20,2006-04-16 13:10:00,3,Melbourne,Adelaide,97,102,Away,2006
21,2006-04-16 14:10:00,3,Essendon,Western Bulldogs,93,104,Away,2006
22,2006-04-16 16:40:00,3,Port Adelaide,Fremantle,79,110,Away,2006
23,2006-04-17 14:10:00,3,North Melbourne,Collingwood,76,153,Away,2006
24,2006-04-21 19:45:00,4,Carlton,Hawthorn,68,100,Away,2006
25,2006-04-22 14:15:00,4,Western Bulldogs,Geelong,98,97,Home,2006
26,2006-04-22 19:15:00,4,Brisbane Lions,Richmond,82,96,Away,2006
27,2006-04-22 19:45:00,4,Fremantle,Adelaide,59,70,Away,2006
28,2006-04-23 13:15:00,4,Sydney,Melbourne,92,97,Away,2006
29,2006-04-23 13:15:00,4,North Melbourne,West Coast,71,95,Away,2006
30,2006-04-24 19:45:00,4,Port Adelaide,St Kilda,122,118,Home,2006
31,2006-04-25 14:40:00,4,Collingwood,Essendon,106,89,Home,2006
32,2006-04-28 19:40:00,5,Richmond,Carlton,92,84,Home,2006
33,2006-04-29 14:10:00,5,Melbourne,North Melbourne,90,86,Home,2006
34,2006-04-29 15:10:00,5,Adelaide,Western Bulldogs,132,55,Home,2006
35,2006-04-29 19:10:00,5,Sydney,Geelong,107,85,Home,2006
36,2006-04-29 19:40:00,5,West Coast,Brisbane Lions,122,63,Home,2006
37,2006-04-30 13:10:00,5,St Kilda,Fremantle,93,94,Away,2006
38,2006-04-30 14:10:00,5,Collingwood,Port Adelaide,120,79,Home,2006
39,2006-04-30 14:10:00,5,Hawthorn,Essendon,84,83,Home,2006
40,2006-05-05 19:40:00,6,Melbourne,Geelong,87,81,Home,2006
41,2006-05-06 14:10:00,6,St Kilda,Western Bulldogs,92,78,Home,2006
42,2006-05-06 16:10:00,6,Fremantle,West Coast,88,83,Home,2006
43,2006-05-06 19:40:00,6,Adelaide,Port Adelaide,103,53,Home,2006
44,2006-05-06 19:45:00,6,Essendon,Richmond,95,97,Away,2006
45,2006-05-07 13:10:00,6,Brisbane Lions,Sydney,70,102,Away,2006
46,2006-05-07 14:10:00,6,Carlton,Collingwood,66,138,Away,2006
47,2006-05-07 14:10:00,6,North Melbourne,Hawthorn,102,80,Home,2006
48,2006-05-12 19:40:00,7,St Kilda,Geelong,64,82,Away,2006
49,2006-05-13 14:10:00,7,Melbourne,Fremantle,117,58,Home,2006
50,2006-05-13 14:10:00,7,Richmond,Sydney,62,180,Away,2006
51,2006-05-13 19:10:00,7,Hawthorn,Brisbane Lions,66,106,Away,2006
52,2006-05-13 19:40:00,7,West Coast,Collingwood,112,98,Home,2006
53,2006-05-14 13:10:00,7,Port Adelaide,Western Bulldogs,90,166,Away,2006
54,2006-05-14 14:10:00,7,Carlton,Essendon,111,78,Home,2006
55,2006-05-14 15:10:00,7,North Melbourne,Adelaide,60,116,Away,2006
56,2006-05-19 19:40:00,8,Hawthorn,Melbourne,61,136,Away,2006
57,2006-05-20 14:10:00,8,Richmond,Adelaide,69,66,Home,2006
58,2006-05-20 16:10:00,8,Fremantle,North Melbourne,84,49,Home,2006
59,2006-05-20 19:10:00,8,Collingwood,Geelong,146,44,Home,2006
60,2006-05-20 19:10:00,8,Western Bulldogs,Sydney,90,116,Away,2006
61,2006-05-21 13:10:00,8,Port Adelaide,Brisbane Lions,78,147,Away,2006
62,2006-05-21 14:10:00,8,Carlton,St Kilda,34,126,Away,2006
63,2006-05-21 14:10:00,8,Essendon,West Coast,92,113,Away,2006
64,2006-05-26 19:40:00,9,Collingwood,Western Bulldogs,139,105,Home,2006
65,2006-05-27 14:10:00,9,Geelong,Richmond,90,110,Away,2006
66,2006-05-27 15:10:00,9,Adelaide,Carlton,124,60,Home,2006
67,2006-05-27 19:10:00,9,Essendon,Port Adelaide,69,129,Away,2006
68,2006-05-27 19:10:00,9,Hawthorn,Sydney,54,119,Away,2006
69,2006-05-28 13:10:00,9,Brisbane Lions,Fremantle,141,73,Home,2006
70,2006-05-28 14:10:00,9,St Kilda,North Melbourne,74,57,Home,2006
71,2006-05-28 16:40:00,9,West Coast,Melbourne,97,75,Home,2006
72,2006-06-02 20:40:00,10,Adelaide,Essendon,188,50,Home,2006
73,2006-06-03 14:10:00,10,Western Bulldogs,Hawthorn,109,88,Home,2006
74,2006-06-03 14:10:00,10,Geelong,West Coast,98,101,Away,2006
75,2006-06-03 19:10:00,10,Collingwood,Brisbane Lions,109,83,Home,2006
76,2006-06-03 19:40:00,10,Fremantle,Richmond,100,89,Home,2006
77,2006-06-04 13:10:00,10,North Melbourne,Sydney,98,105,Away,2006
78,2006-06-04 14:10:00,10,Carlton,Port Adelaide,84,118,Away,2006
79,2006-06-04 14:10:00,10,Melbourne,St Kilda,103,90,Home,2006
80,2006-06-09 19:40:00,11,Geelong,Essendon,130,88,Home,2006
81,2006-06-10 14:10:00,11,Richmond,North Melbourne,102,67,Home,2006
82,2006-06-10 19:10:00,11,Brisbane Lions,Adelaide,60,75,Away,2006
83,2006-06-10 19:10:00,11,Sydney,St Kilda,50,52,Away,2006
84,2006-06-11 13:10:00,11,Port Adelaide,Hawthorn,145,49,Home,2006
85,2006-06-11 14:10:00,11,Western Bulldogs,Fremantle,100,86,Home,2006
86,2006-06-11 16:40:00,11,West Coast,Carlton,111,101,Home,2006
87,2006-06-12 14:10:00,11,Melbourne,Collingwood,141,94,Home,2006
88,2006-06-16 19:40:00,12,St Kilda,Adelaide,60,123,Away,2006
89,2006-06-17 16:10:00,12,Fremantle,Geelong,52,118,Away,2006
90,2006-06-17 19:10:00,12,Brisbane Lions,Western Bulldogs,103,145,Away,2006
91,2006-06-17 19:40:00,12,Port Adelaide,West Coast,97,60,Home,2006
92,2006-06-18 13:10:00,12,Hawthorn,Richmond,105,64,Home,2006
93,2006-06-18 14:10:00,12,Essendon,Melbourne,75,111,Away,2006
94,2006-06-23 19:40:00,12,North Melbourne,Carlton,121,102,Home,2006
95,2006-06-24 19:15:00,12,Sydney,Collingwood,82,95,Away,2006
96,2006-06-30 19:40:00,13,North Melbourne,Essendon,96,89,Home,2006
97,2006-07-01 14:10:00,13,St Kilda,Hawthorn,125,55,Home,2006
98,2006-07-01 14:10:00,13,Melbourne,Port Adelaide,120,82,Home,2006
99,2006-07-01 19:10:00,13,Brisbane Lions,Carlton,71,56,Home,2006
100,2006-07-01 19:10:00,13,Sydney,Fremantle,91,58,Home,2006
101,2006-07-02 13:10:00,13,Adelaide,Geelong,147,55,Home,2006
102,2006-07-02 14:10:00,13,Richmond,Collingwood,92,45,Home,2006
103,2006-07-02 16:40:00,13,West Coast,Western Bulldogs,64,73,Away,2006
104,2006-07-07 20:40:00,14,Fremantle,Essendon,125,88,Home,2006
105,2006-07-08 14:10:00,14,Carlton,Geelong,77,142,Away,2006
106,2006-07-08 14:10:00,14,Hawthorn,West Coast,104,114,Away,2006
107,2006-07-08 19:10:00,14,Melbourne,Brisbane Lions,98,90,Home,2006
108,2006-07-08 19:40:00,14,Port Adelaide,Richmond,54,92,Away,2006
109,2006-07-09 13:10:00,14,Sydney,Adelaide,62,101,Away,2006
110,2006-07-09 14:10:00,14,St Kilda,Collingwood,122,63,Home,2006
111,2006-07-09 14:10:00,14,Western Bulldogs,North Melbourne,82,94,Away,2006
112,2006-07-14 19:40:00,15,Richmond,Melbourne,52,70,Away,2006
113,2006-07-15 14:10:00,15,Essendon,St Kilda,71,74,Away,2006
114,2006-07-15 15:10:00,15,Adelaide,Hawthorn,109,73,Home,2006
115,2006-07-15 19:10:00,15,North Melbourne,Brisbane Lions,84,85,Away,2006
116,2006-07-15 19:40:00,15,West Coast,Sydney,67,65,Home,2006
117,2006-07-16 13:10:00,15,Geelong,Port Adelaide,68,58,Home,2006
118,2006-07-16 14:10:00,15,Carlton,Western Bulldogs,80,110,Away,2006
119,2006-07-16 14:10:00,15,Collingwood,Fremantle,104,119,Away,2006
120,2006-07-21 20:40:00,16,Adelaide,North Melbourne,124,52,Home,2006
121,2006-07-22 14:10:00,16,Essendon,Carlton,105,105,Draw,2006
122,2006-07-22 14:10:00,16,Collingwood,West Coast,127,90,Home,2006
123,2006-07-22 19:10:00,16,Brisbane Lions,Hawthorn,84,74,Home,2006
124,2006-07-22 19:10:00,16,Sydney,Richmond,101,53,Home,2006
125,2006-07-23 13:10:00,16,St Kilda,Port Adelaide,64,60,Home,2006
126,2006-07-23 14:10:00,16,Geelong,Western Bulldogs,90,89,Home,2006
127,2006-07-23 16:40:00,16,Fremantle,Melbourne,96,67,Home,2006
128,2006-07-28 19:40:00,17,Collingwood,Hawthorn,113,68,Home,2006
129,2006-07-29 14:10:00,17,St Kilda,Richmond,174,71,Home,2006
130,2006-07-29 16:10:00,17,West Coast,Adelaide,165,83,Home,2006
131,2006-07-29 19:10:00,17,Essendon,Brisbane Lions,160,123,Home,2006
132,2006-07-29 19:40:00,17,Port Adelaide,Sydney,50,77,Away,2006
133,2006-07-30 13:10:00,17,North Melbourne,Geelong,90,60,Home,2006
134,2006-07-30 14:10:00,17,Carlton,Fremantle,89,107,Away,2006
135,2006-07-30 14:10:00,17,Melbourne,Western Bulldogs,119,68,Home,2006
136,2006-08-04 19:40:00,18,St Kilda,West Coast,59,98,Away,2006
137,2006-08-05 14:10:00,18,Carlton,Melbourne,80,73,Home,2006
138,2006-08-05 14:10:00,18,Richmond,Western Bulldogs,78,100,Away,2006
139,2006-08-05 19:10:00,18,Sydney,Essendon,116,73,Home,2006
140,2006-08-05 19:40:00,18,Adelaide,Collingwood,58,54,Home,2006
141,2006-08-06 13:10:00,18,Brisbane Lions,Geelong,87,104,Away,2006
142,2006-08-06 14:10:00,18,North Melbourne,Port Adelaide,84,65,Home,2006
143,2006-08-06 16:40:00,18,Fremantle,Hawthorn,104,51,Home,2006
144,2006-08-11 19:40:00,19,Essendon,Collingwood,74,61,Home,2006
145,2006-08-12 14:10:00,19,Melbourne,Sydney,63,95,Away,2006
146,2006-08-12 16:10:00,19,West Coast,North Melbourne,107,81,Home,2006
147,2006-08-12 19:10:00,19,Richmond,Brisbane Lions,142,60,Home,2006
148,2006-08-12 19:40:00,19,Western Bulldogs,Port Adelaide,91,105,Away,2006
149,2006-08-13 13:10:00,19,Adelaide,Fremantle,80,95,Away,2006
150,2006-08-13 14:10:00,19,Hawthorn,Carlton,113,90,Home,2006
151,2006-08-13 14:10:00,19,Geelong,St Kilda,80,103,Away,2006
152,2006-08-18 20:40:00,20,Port Adelaide,Collingwood,87,89,Away,2006
153,2006-08-19 14:10:00,20,Western Bulldogs,Adelaide,105,98,Home,2006
154,2006-08-19 14:10:00,20,Geelong,Sydney,90,63,Home,2006
155,2006-08-19 19:10:00,20,Essendon,Hawthorn,106,124,Away,2006
156,2006-08-19 19:40:00,20,Fremantle,St Kilda,114,56,Home,2006
157,2006-08-20 13:10:00,20,Brisbane Lions,West Coast,52,114,Away,2006
158,2006-08-20 14:10:00,20,Carlton,Richmond,95,140,Away,2006
159,2006-08-20 14:10:00,20,North Melbourne,Melbourne,82,132,Away,2006
160,2006-08-25 19:40:00,21,Western Bulldogs,St Kilda,92,142,Away,2006
161,2006-08-26 14:10:00,21,Geelong,Melbourne,94,94,Draw,2006
162,2006-08-26 14:10:00,21,Hawthorn,North Melbourne,58,36,Home,2006
163,2006-08-26 19:10:00,21,Richmond,Essendon,129,113,Home,2006
164,2006-08-26 19:10:00,21,Sydney,Brisbane Lions,97,40,Home,2006
165,2006-08-27 13:10:00,21,Port Adelaide,Adelaide,95,81,Home,2006
166,2006-08-27 14:10:00,21,Collingwood,Carlton,156,112,Home,2006
167,2006-08-27 16:40:00,21,West Coast,Fremantle,61,118,Away,2006
168,2006-09-01 19:40:00,22,Western Bulldogs,Essendon,147,125,Home,2006
169,2006-09-02 14:10:00,22,Richmond,West Coast,85,173,Away,2006
170,2006-09-02 15:10:00,22,Adelaide,Melbourne,152,94,Home,2006
171,2006-09-02 19:10:00,22,Brisbane Lions,St Kilda,57,108,Away,2006
172,2006-09-02 19:40:00,22,Fremantle,Port Adelaide,151,72,Home,2006
173,2006-09-03 13:10:00,22,Sydney,Carlton,136,44,Home,2006
174,2006-09-03 14:10:00,22,Collingwood,North Melbourne,139,71,Home,2006
175,2006-09-03 14:10:00,22,Hawthorn,Geelong,133,72,Home,2006
176,2006-09-08 19:30:00,23,St Kilda,Melbourne,72,90,Away,2006
177,2006-09-09 15:00:00,24,Adelaide,Fremantle,76,46,Home,2006
178,2006-09-09 19:30:00,25,West Coast,Sydney,84,85,Away,2006
179,2006-09-10 14:30:00,26,Collingwood,Western Bulldogs,80,121,Away,2006
180,2006-09-15 20:30:00,27,Fremantle,Melbourne,102,74,Home,2006
181,2006-09-16 19:30:00,28,West Coast,Western Bulldogs,113,39,Home,2006
182,2006-09-22 20:00:00,29,Sydney,Fremantle,127,92,Home,2006
183,2006-09-23 15:30:00,30,Adelaide,West Coast,75,85,Away,2006
184,2006-09-30 14:30:00,31,West Coast,Sydney,85,84,Home,2006
0,2007-03-30 19:40:00,1,Melbourne,St Kilda,62,93,Away,2007
1,2007-03-31 14:10:00,1,North Melbourne,Collingwood,79,82,Away,2007
2,2007-03-31 16:10:00,1,Fremantle,Port Adelaide,105,121,Away,2007
3,2007-03-31 19:15:00,1,Brisbane Lions,Hawthorn,69,44,Home,2007
4,2007-03-31 19:15:00,1,Sydney,West Coast,73,74,Away,2007
5,2007-04-01 13:10:00,1,Adelaide,Essendon,74,105,Away,2007
6,2007-04-01 14:10:00,1,Western Bulldogs,Geelong,113,93,Home,2007
7,2007-04-01 17:10:00,1,Carlton,Richmond,115,98,Home,2007
8,2007-04-05 19:40:00,2,Brisbane Lions,St Kilda,102,50,Home,2007
9,2007-04-07 14:10:00,2,Richmond,Sydney,72,88,Away,2007
10,2007-04-07 19:15:00,2,Geelong,Carlton,162,84,Home,2007
11,2007-04-07 19:40:00,2,West Coast,Collingwood,87,75,Home,2007
12,2007-04-08 13:10:00,2,Port Adelaide,North Melbourne,122,104,Home,2007
13,2007-04-08 14:10:00,2,Essendon,Fremantle,122,112,Home,2007
14,2007-04-08 17:10:00,2,Western Bulldogs,Adelaide,72,110,Away,2007
15,2007-04-09 14:10:00,2,Hawthorn,Melbourne,116,94,Home,2007
16,2007-04-13 19:40:00,3,Collingwood,Richmond,115,90,Home,2007
17,2007-04-14 14:10:00,3,Carlton,Essendon,125,122,Home,2007
18,2007-04-14 15:10:00,3,Port Adelaide,Adelaide,63,87,Away,2007
19,2007-04-14 19:15:00,3,St Kilda,Western Bulldogs,116,66,Home,2007
20,2007-04-14 19:40:00,3,Fremantle,West Coast,70,101,Away,2007
21,2007-04-15 13:10:00,3,Sydney,Brisbane Lions,96,69,Home,2007
22,2007-04-15 14:10:00,3,Melbourne,Geelong,57,109,Away,2007
23,2007-04-15 17:10:00,3,North Melbourne,Hawthorn,70,91,Away,2007
24,2007-04-20 19:40:00,4,Richmond,Western Bulldogs,100,132,Away,2007
25,2007-04-21 14:10:00,4,Collingwood,Port Adelaide,66,84,Away,2007
26,2007-04-21 14:10:00,4,St Kilda,Essendon,68,99,Away,2007
27,2007-04-21 19:15:00,4,North Melbourne,Brisbane Lions,87,63,Home,2007
28,2007-04-21 19:40:00,4,Adelaide,Sydney,61,44,Home,2007
29,2007-04-22 13:10:00,4,Hawthorn,Geelong,76,72,Home,2007
30,2007-04-22 14:10:00,4,Melbourne,Fremantle,92,137,Away,2007
31,2007-04-22 16:40:00,4,West Coast,Carlton,100,39,Home,2007
32,2007-04-25 14:40:00,5,Essendon,Collingwood,79,95,Away,2007
33,2007-04-27 19:45:00,5,Port Adelaide,St Kilda,96,43,Home,2007
34,2007-04-28 14:15:00,5,Richmond,West Coast,76,99,Away,2007
35,2007-04-28 19:15:00,5,Carlton,Brisbane Lions,124,136,Away,2007
36,2007-04-28 19:15:00,5,Sydney,Melbourne,109,60,Home,2007
37,2007-04-29 13:15:00,5,Hawthorn,Western Bulldogs,93,110,Away,2007
38,2007-04-29 14:15:00,5,Geelong,North Melbourne,102,118,Away,2007
39,2007-04-29 16:45:00,5,Fremantle,Adelaide,58,57,Home,2007
40,2007-05-04 19:40:00,6,St Kilda,Carlton,125,82,Home,2007
41,2007-05-05 14:10:00,6,Essendon,Hawthorn,96,131,Away,2007
42,2007-05-05 16:10:00,6,West Coast,Western Bulldogs,77,62,Home,2007
43,2007-05-05 19:15:00,6,North Melbourne,Sydney,111,95,Home,2007
44,2007-05-05 19:40:00,6,Adelaide,Collingwood,62,86,Away,2007
45,2007-05-06 13:10:00,6,Brisbane Lions,Fremantle,120,75,Home,2007
46,2007-05-06 14:10:00,6,Melbourne,Port Adelaide,71,76,Away,2007
47,2007-05-06 17:10:00,6,Richmond,Geelong,65,222,Away,2007
48,2007-05-11 19:40:00,7,North Melbourne,Essendon,117,95,Home,2007
49,2007-05-12 14:10:00,7,Collingwood,Carlton,119,95,Home,2007
50,2007-05-12 15:10:00,7,Port Adelaide,Richmond,115,75,Home,2007
51,2007-05-12 19:15:00,7,Brisbane Lions,Adelaide,69,100,Away,2007
52,2007-05-12 19:15:00,7,St Kilda,Sydney,97,71,Home,2007
53,2007-05-13 13:10:00,7,Geelong,West Coast,109,70,Home,2007
54,2007-05-13 14:10:00,7,Western Bulldogs,Melbourne,112,106,Home,2007
55,2007-05-13 16:40:00,7,Fremantle,Hawthorn,96,80,Home,2007
56,2007-05-18 19:40:00,8,Adelaide,Richmond,99,90,Home,2007
57,2007-05-19 14:10:00,8,Essendon,Brisbane Lions,127,63,Home,2007
58,2007-05-19 14:10:00,8,Geelong,Fremantle,94,69,Home,2007
59,2007-05-19 19:15:00,8,North Melbourne,Carlton,147,130,Home,2007
60,2007-05-19 19:15:00,8,Hawthorn,St Kilda,72,44,Home,2007
61,2007-05-20 13:10:00,8,Sydney,Port Adelaide,118,87,Home,2007
62,2007-05-20 14:10:00,8,Western Bulldogs,Collingwood,135,102,Home,2007
63,2007-05-20 16:40:00,8,West Coast,Melbourne,137,60,Home,2007
64,2007-05-25 20:40:00,9,Fremantle,St Kilda,101,55,Home,2007
65,2007-05-26 14:10:00,9,Carlton,Adelaide,86,105,Away,2007
66,2007-05-26 14:10:00,9,Hawthorn,West Coast,99,64,Home,2007
67,2007-05-26 19:15:00,9,Brisbane Lions,Collingwood,87,120,Away,2007
68,2007-05-26 19:40:00,9,Richmond,Essendon,84,92,Away,2007
69,2007-05-27 13:10:00,9,Western Bulldogs,Sydney,57,100,Away,2007
70,2007-05-27 14:10:00,9,Melbourne,North Melbourne,78,79,Away,2007
71,2007-05-27 16:40:00,9,Port Adelaide,Geelong,60,116,Away,2007
72,2007-06-01 19:40:00,10,Collingwood,Fremantle,103,94,Home,2007
73,2007-06-02 14:10:00,10,Melbourne,Adelaide,89,72,Home,2007
74,2007-06-02 16:10:00,10,West Coast,North Melbourne,121,55,Home,2007
75,2007-06-02 19:15:00,10,Sydney,Essendon,73,74,Away,2007
76,2007-06-02 19:15:00,10,Richmond,Brisbane Lions,73,73,Draw,2007
77,2007-06-03 13:10:00,10,Port Adelaide,Hawthorn,75,109,Away,2007
78,2007-06-03 14:10:00,10,Carlton,Western Bulldogs,138,128,Home,2007
79,2007-06-03 17:10:00,10,St Kilda,Geelong,65,125,Away,2007
80,2007-06-08 19:40:00,11,Essendon,West Coast,95,94,Home,2007
81,2007-06-09 14:10:00,11,Hawthorn,Sydney,66,75,Away,2007
82,2007-06-09 19:15:00,11,Carlton,Port Adelaide,141,102,Home,2007
83,2007-06-09 19:15:00,11,Brisbane Lions,Western Bulldogs,72,95,Away,2007
84,2007-06-10 13:10:00,11,Adelaide,Geelong,62,69,Away,2007
85,2007-06-10 14:10:00,11,St Kilda,North Melbourne,58,80,Away,2007
86,2007-06-10 16:40:00,11,Fremantle,Richmond,123,102,Home,2007
87,2007-06-11 14:10:00,11,Melbourne,Collingwood,94,81,Home,2007
88,2007-06-15 19:40:00,12,Carlton,Hawthorn,80,180,Away,2007
89,2007-06-16 19:15:00,12,North Melbourne,Adelaide,54,100,Away,2007
90,2007-06-16 19:40:00,12,Western Bulldogs,Fremantle,141,115,Home,2007
91,2007-06-17 13:10:00,12,Geelong,Brisbane Lions,85,35,Home,2007
92,2007-06-17 16:40:00,12,Port Adelaide,Essendon,126,95,Home,2007
93,2007-06-22 19:40:00,12,Richmond,Melbourne,124,75,Home,2007
94,2007-06-23 19:15:00,12,Sydney,Collingwood,57,76,Away,2007
95,2007-06-24 16:40:00,12,West Coast,St Kilda,76,99,Away,2007
96,2007-06-29 19:40:00,13,Essendon,Melbourne,125,123,Home,2007
97,2007-06-30 14:10:00,13,Geelong,Sydney,87,69,Home,2007
98,2007-06-30 16:10:00,13,Fremantle,Carlton,173,96,Home,2007
99,2007-06-30 19:15:00,13,Brisbane Lions,Port Adelaide,105,112,Away,2007
100,2007-06-30 19:15:00,13,St Kilda,Richmond,117,100,Home,2007
101,2007-07-01 13:10:00,13,Adelaide,West Coast,74,95,Away,2007
102,2007-07-01 14:10:00,13,North Melbourne,Western Bulldogs,111,85,Home,2007
103,2007-07-01 17:10:00,13,Collingwood,Hawthorn,87,95,Away,2007
104,2007-07-06 19:40:00,14,Essendon,Geelong,83,133,Away,2007
105,2007-07-07 14:10:00,14,Collingwood,St Kilda,89,80,Home,2007
106,2007-07-07 14:10:00,14,Western Bulldogs,Port Adelaide,133,113,Home,2007
107,2007-07-07 19:40:00,14,West Coast,Brisbane Lions,64,91,Away,2007
108,2007-07-07 19:40:00,14,Adelaide,Hawthorn,102,31,Home,2007
109,2007-07-08 13:10:00,14,Sydney,Fremantle,89,61,Home,2007
110,2007-07-08 14:10:00,14,Carlton,Melbourne,101,124,Away,2007
111,2007-07-08 17:10:00,14,Richmond,North Melbourne,79,104,Away,2007
112,2007-07-13 19:40:00,15,St Kilda,Adelaide,82,80,Home,2007
113,2007-07-14 14:10:00,15,Geelong,Collingwood,80,64,Home,2007
114,2007-07-14 15:10:00,15,Port Adelaide,West Coast,153,62,Home,2007
115,2007-07-14 19:15:00,15,Essendon,Western Bulldogs,98,131,Away,2007
116,2007-07-14 19:15:00,15,Melbourne,Brisbane Lions,82,126,Away,2007
117,2007-07-15 13:10:00,15,Sydney,Carlton,162,100,Home,2007
118,2007-07-15 14:10:00,15,Hawthorn,Richmond,129,76,Home,2007
119,2007-07-15 16:40:00,15,Fremantle,North Melbourne,78,82,Away,2007
120,2007-07-20 19:40:00,16,Geelong,Western Bulldogs,138,63,Home,2007
121,2007-07-21 14:10:00,16,Collingwood,Essendon,122,93,Home,2007
122,2007-07-21 15:10:00,16,Adelaide,Fremantle,101,126,Away,2007
123,2007-07-21 19:15:00,16,St Kilda,Hawthorn,95,78,Home,2007
124,2007-07-21 19:40:00,16,West Coast,Sydney,112,100,Home,2007
125,2007-07-22 13:10:00,16,Brisbane Lions,Carlton,163,46,Home,2007
126,2007-07-22 14:10:00,16,Richmond,Port Adelaide,100,155,Away,2007
127,2007-07-22 17:10:00,16,North Melbourne,Melbourne,126,62,Home,2007
128,2007-07-27 19:40:00,17,Western Bulldogs,West Coast,71,158,Away,2007
129,2007-07-28 14:10:00,17,Carlton,St Kilda,101,111,Away,2007
130,2007-07-28 16:10:00,17,Fremantle,Geelong,72,140,Away,2007
131,2007-07-28 19:15:00,17,Collingwood,Brisbane Lions,56,149,Away,2007
132,2007-07-28 19:15:00,17,Sydney,Richmond,138,72,Home,2007
133,2007-07-29 13:10:00,17,Hawthorn,North Melbourne,71,108,Away,2007
134,2007-07-29 14:10:00,17,Essendon,Adelaide,117,105,Home,2007
135,2007-07-29 16:40:00,17,Port Adelaide,Melbourne,163,74,Home,2007
136,2007-08-03 19:40:00,18,Western Bulldogs,St Kilda,85,85,Draw,2007
137,2007-08-04 14:10:00,18,Carlton,Collingwood,96,120,Away,2007
138,2007-08-04 14:10:00,18,Geelong,Richmond,139,69,Home,2007
139,2007-08-04 19:15:00,18,Brisbane Lions,North Melbourne,77,40,Home,2007
140,2007-08-04 19:40:00,18,Adelaide,Port Adelaide,73,65,Home,2007
141,2007-08-05 13:10:00,18,Melbourne,Sydney,64,112,Away,2007
142,2007-08-05 14:10:00,18,Hawthorn,Essendon,119,56,Home,2007
143,2007-08-05 16:40:00,18,West Coast,Fremantle,97,124,Away,2007
