,Date,Round,Home Team,Away Team,Home Score,Away Score,Winner,Season
172,2011-08-27 14:10:00,23,Hawthorn,Western Bulldogs,113,67,Home,2011
173,2011-08-27 14:10:00,23,Geelong,Sydney,86,99,Away,2011
174,2011-08-27 19:10:00,23,St Kilda,North Melbourne,135,70,Home,2011
175,2011-08-27 19:10:00,23,Brisbane Lions,West Coast,81,89,Away,2011
176,2011-08-28 13:10:00,23,Adelaide,Richmond,99,121,Away,2011
177,2011-08-28 14:10:00,23,Melbourne,Gold Coast,112,82,Home,2011
178,2011-08-28 16:40:00,23,Essendon,Port Adelaide,120,113,Home,2011
179,2011-09-02 19:40:00,24,Collingwood,Geelong,53,149,Away,2011
180,2011-09-03 13:10:00,24,Gold Coast,Hawthorn,97,106,Away,2011
181,2011-09-03 14:10:00,24,Western Bulldogs,Fremantle,107,61,Home,2011
182,2011-09-03 16:10:00,24,Sydney,Brisbane Lions,119,67,Home,2011
183,2011-09-03 19:10:00,24,West Coast,Adelaide,145,50,Home,2011
184,2011-09-03 19:10:00,24,Carlton,St Kilda,66,86,Away,2011
185,2011-09-04 15:10:00,24,Port Adelaide,Melbourne,112,104,Home,2011
186,2011-09-04 16:40:00,24,Richmond,North Melbourne,91,104,Away,2011
187,2011-09-09 19:45:00,25,Geelong,Hawthorn,98,67,Home,2011
188,2011-09-10 14:20:00,26,Collingwood,West Coast,82,62,Home,2011
189,2011-09-10 19:20:00,27,St Kilda,Sydney,57,82,Away,2011
190,2011-09-11 14:40:00,28,Carlton,Essendon,149,87,Home,2011
191,2011-09-16 19:45:00,29,Hawthorn,Sydney,122,86,Home,2011
192,2011-09-17 19:50:00,30,West Coast,Carlton,101,98,Home,2011
193,2011-09-23 19:45:00,31,Collingwood,Hawthorn,68,65,Home,2011
194,2011-09-24 14:20:00,32,Geelong,West Coast,117,69,Home,2011
195,2011-10-01 14:30:00,33,Collingwood,Geelong,81,119,Away,2011
0,2012-03-24 18:20:00,1,Greater Western Sydney,Sydney,37,100,Away,2012
1,2012-03-29 18:45:00,1,Richmond,Carlton,81,125,Away,2012
2,2012-03-30 18:50:00,1,Hawthorn,Collingwood,137,115,Home,2012
3,2012-03-31 12:45:00,1,Melbourne,Brisbane Lions,78,119,Away,2012
4,2012-03-31 15:45:00,1,Gold Coast,Adelaide,68,137,Away,2012
5,2012-03-31 18:45:00,1,Fremantle,Geelong,105,101,Home,2012
6,2012-03-31 18:45:00,1,North Melbourne,Essendon,102,104,Away,2012
7,2012-04-01 13:10:00,1,Western Bulldogs,West Coast,87,136,Away,2012
8,2012-04-01 16:40:00,1,Port Adelaide,St Kilda,89,85,Home,2012
9,2012-04-05 19:40:00,2,Brisbane Lions,Carlton,63,154,Away,2012
10,2012-04-07 13:45:00,2,Essendon,Port Adelaide,111,86,Home,2012
11,2012-04-07 14:10:00,2,Sydney,Fremantle,94,81,Home,2012
12,2012-04-07 16:40:00,2,West Coast,Melbourne,166,58,Home,2012
13,2012-04-07 19:40:00,2,Adelaide,Western Bulldogs,82,64,Home,2012
14,2012-04-07 19:40:00,2,Collingwood,Richmond,85,64,Home,2012
15,2012-04-08 13:10:00,2,North Melbourne,Greater Western Sydney,183,54,Home,2012
16,2012-04-08 16:40:00,2,St Kilda,Gold Coast,139,47,Home,2012
17,2012-04-09 15:10:00,2,Geelong,Hawthorn,92,90,Home,2012
18,2012-04-13 19:50:00,3,Carlton,Collingwood,122,62,Home,2012
19,2012-04-14 13:45:00,3,Richmond,Melbourne,133,74,Home,2012
20,2012-04-14 14:10:00,3,Port Adelaide,Sydney,83,105,Away,2012
21,2012-04-14 16:40:00,3,Fremantle,Brisbane Lions,64,35,Home,2012
22,2012-04-14 19:40:00,3,Gold Coast,Essendon,88,105,Away,2012
23,2012-04-14 19:40:00,3,Western Bulldogs,St Kilda,40,103,Away,2012
24,2012-04-15 13:10:00,3,Greater Western Sydney,West Coast,69,150,Away,2012
25,2012-04-15 15:15:00,3,Hawthorn,Adelaide,140,84,Home,2012
26,2012-04-15 16:40:00,3,North Melbourne,Geelong,131,114,Home,2012
27,2012-04-20 19:50:00,4,St Kilda,Fremantle,79,92,Away,2012
28,2012-04-21 13:45:00,4,Carlton,Essendon,79,109,Away,2012
29,2012-04-21 14:10:00,4,Collingwood,Port Adelaide,97,73,Home,2012
30,2012-04-21 16:40:00,4,Adelaide,Greater Western Sydney,96,50,Home,2012
31,2012-04-21 19:40:00,4,West Coast,Hawthorn,51,46,Home,2012
32,2012-04-21 19:40:00,4,Brisbane Lions,Gold Coast,111,46,Home,2012
33,2012-04-22 13:10:00,4,Geelong,Richmond,75,65,Home,2012
34,2012-04-22 15:15:00,4,Sydney,North Melbourne,113,77,Home,2012
35,2012-04-22 16:40:00,4,Melbourne,Western Bulldogs,67,88,Away,2012
36,2012-04-25 14:40:00,5,Collingwood,Essendon,80,79,Home,2012
37,2012-04-27 20:45:00,5,Fremantle,Carlton,57,65,Away,2012
38,2012-04-28 13:45:00,5,Greater Western Sydney,Western Bulldogs,62,104,Away,2012
39,2012-04-28 16:40:00,5,North Melbourne,Gold Coast,127,93,Home,2012
40,2012-04-28 19:40:00,5,Melbourne,St Kilda,66,84,Away,2012
41,2012-04-28 19:45:00,5,Brisbane Lions,Geelong,41,79,Away,2012
42,2012-04-29 13:10:00,5,Hawthorn,Sydney,69,106,Away,2012
43,2012-04-29 15:15:00,5,Richmond,West Coast,97,107,Away,2012
44,2012-04-29 16:40:00,5,Adelaide,Port Adelaide,110,91,Home,2012
45,2012-05-04 19:50:00,6,Western Bulldogs,Collingwood,77,98,Away,2012
46,2012-05-05 13:40:00,6,Essendon,Brisbane Lions,129,62,Home,2012
47,2012-05-05 13:45:00,6,Geelong,Melbourne,119,76,Home,2012
48,2012-05-05 16:40:00,6,Gold Coast,Fremantle,87,94,Away,2012
49,2012-05-05 19:40:00,6,Sydney,Adelaide,94,99,Away,2012
50,2012-05-05 19:40:00,6,St Kilda,Hawthorn,88,123,Away,2012
51,2012-05-06 13:10:00,6,Carlton,Greater Western Sydney,110,43,Home,2012
52,2012-05-06 15:15:00,6,Port Adelaide,Richmond,54,91,Away,2012
53,2012-05-06 16:40:00,6,West Coast,North Melbourne,120,95,Home,2012
54,2012-05-11 19:50:00,7,Melbourne,Hawthorn,49,115,Away,2012
55,2012-05-12 13:15:00,7,Adelaide,Geelong,122,72,Home,2012
56,2012-05-12 13:40:00,7,Greater Western Sydney,Gold Coast,94,67,Home,2012
57,2012-05-12 16:40:00,7,Richmond,Sydney,91,62,Home,2012
58,2012-05-12 19:40:00,7,Brisbane Lions,Collingwood,58,116,Away,2012
59,2012-05-12 19:40:00,7,Essendon,West Coast,113,52,Home,2012
60,2012-05-13 13:10:00,7,North Melbourne,Western Bulldogs,83,101,Away,2012
61,2012-05-13 16:40:00,7,Fremantle,Port Adelaide,87,47,Home,2012
62,2012-05-14 19:40:00,7,St Kilda,Carlton,122,98,Home,2012
63,2012-05-18 19:50:00,8,Collingwood,Geelong,96,84,Home,2012
64,2012-05-19 13:45:00,8,Port Adelaide,North Melbourne,95,93,Home,2012
65,2012-05-19 14:10:00,8,Hawthorn,Fremantle,119,63,Home,2012
66,2012-05-19 16:40:00,8,Sydney,Melbourne,138,37,Home,2012
67,2012-05-19 19:40:00,8,Western Bulldogs,Gold Coast,72,34,Home,2012
68,2012-05-19 19:50:00,8,Essendon,Richmond,128,109,Home,2012
69,2012-05-20 13:10:00,8,Brisbane Lions,Greater Western Sydney,132,40,Home,2012
70,2012-05-20 15:15:00,8,Carlton,Adelaide,55,124,Away,2012
71,2012-05-20 16:40:00,8,West Coast,St Kilda,121,91,Home,2012
72,2012-05-25 19:50:00,9,Western Bulldogs,Geelong,75,95,Away,2012
73,2012-05-26 13:45:00,9,Richmond,Hawthorn,137,75,Home,2012
74,2012-05-26 14:10:00,9,Gold Coast,Port Adelaide,70,118,Away,2012
75,2012-05-26 16:40:00,9,St Kilda,Sydney,111,83,Home,2012
76,2012-05-26 19:40:00,9,Adelaide,Collingwood,49,75,Away,2012
77,2012-05-26 19:40:00,9,Greater Western Sydney,Essendon,53,119,Away,2012
78,2012-05-27 13:10:00,9,North Melbourne,Brisbane Lions,112,96,Home,2012
79,2012-05-27 15:15:00,9,Carlton,Melbourne,107,49,Home,2012
80,2012-05-27 16:40:00,9,West Coast,Fremantle,84,36,Home,2012
81,2012-06-01 19:50:00,10,St Kilda,Richmond,113,121,Away,2012
82,2012-06-02 13:45:00,10,Geelong,Greater Western Sydney,126,61,Home,2012
83,2012-06-02 14:10:00,10,Hawthorn,North Melbourne,174,59,Home,2012
84,2012-06-02 16:40:00,10,Fremantle,Adelaide,82,111,Away,2012
85,2012-06-02 19:40:00,10,Port Adelaide,Carlton,99,45,Home,2012
86,2012-06-02 19:40:00,10,Essendon,Melbourne,52,58,Away,2012
87,2012-06-03 13:10:00,10,Brisbane Lions,West Coast,102,100,Home,2012
88,2012-06-03 15:15:00,10,Sydney,Western Bulldogs,132,40,Home,2012
89,2012-06-03 16:40:00,10,Collingwood,Gold Coast,149,52,Home,2012
90,2012-06-08 19:50:00,11,Carlton,Geelong,85,97,Away,2012
91,2012-06-09 13:40:00,11,Richmond,Fremantle,66,78,Away,2012
92,2012-06-09 16:40:00,11,Gold Coast,St Kilda,49,144,Away,2012
93,2012-06-09 19:40:00,11,Essendon,Sydney,82,86,Away,2012
94,2012-06-10 16:40:00,11,Port Adelaide,Hawthorn,62,108,Away,2012
95,2012-06-11 15:15:00,11,Melbourne,Collingwood,87,129,Away,2012
96,2012-06-14 19:40:00,12,West Coast,Carlton,79,69,Home,2012
97,2012-06-15 20:40:00,12,Adelaide,St Kilda,115,111,Home,2012
98,2012-06-16 14:10:00,12,Greater Western Sydney,Richmond,74,86,Away,2012
99,2012-06-16 19:40:00,12,Gold Coast,North Melbourne,80,87,Away,2012
100,2012-06-17 13:10:00,12,Hawthorn,Brisbane Lions,135,70,Home,2012
101,2012-06-17 16:40:00,12,Western Bulldogs,Port Adelaide,95,57,Home,2012
102,2012-06-22 19:50:00,13,Sydney,Geelong,80,74,Home,2012
103,2012-06-23 13:40:00,13,Western Bulldogs,Brisbane Lions,56,114,Away,2012
104,2012-06-23 16:40:00,13,Collingwood,West Coast,85,82,Home,2012
105,2012-06-23 19:40:00,13,Fremantle,Essendon,89,113,Away,2012
106,2012-06-24 15:15:00,13,Melbourne,Greater Western Sydney,135,57,Home,2012
107,2012-06-24 16:40:00,13,North Melbourne,Adelaide,121,89,Home,2012
108,2012-06-29 19:50:00,14,Carlton,Hawthorn,70,120,Away,2012
109,2012-06-30 13:45:00,14,Collingwood,Fremantle,107,78,Home,2012
110,2012-06-30 14:10:00,14,Adelaide,Richmond,106,87,Home,2012
111,2012-06-30 16:40:00,14,West Coast,Gold Coast,166,40,Home,2012
112,2012-06-30 19:40:00,14,Essendon,Western Bulldogs,140,56,Home,2012
113,2012-06-30 19:40:00,14,Sydney,Greater Western Sydney,132,38,Home,2012
114,2012-07-01 13:10:00,14,Geelong,Port Adelaide,99,61,Home,2012
115,2012-07-01 15:15:00,14,Brisbane Lions,Melbourne,122,61,Home,2012
116,2012-07-01 16:40:00,14,St Kilda,North Melbourne,103,136,Away,2012
117,2012-07-06 19:50:00,15,Collingwood,Carlton,62,85,Away,2012
118,2012-07-07 13:45:00,15,North Melbourne,West Coast,84,86,Away,2012
119,2012-07-07 14:10:00,15,Melbourne,Richmond,78,101,Away,2012
120,2012-07-07 16:40:00,15,Sydney,Brisbane Lions,110,63,Home,2012
121,2012-07-07 19:40:00,15,Port Adelaide,Adelaide,58,116,Away,2012
122,2012-07-07 19:40:00,15,St Kilda,Essendon,133,62,Home,2012
123,2012-07-08 13:10:00,15,Hawthorn,Greater Western Sydney,193,31,Home,2012
124,2012-07-08 15:15:00,15,Gold Coast,Geelong,96,110,Away,2012
125,2012-07-08 16:40:00,15,Fremantle,Western Bulldogs,95,57,Home,2012
126,2012-07-13 19:50:00,16,North Melbourne,Carlton,149,96,Home,2012
127,2012-07-14 13:45:00,16,Melbourne,Fremantle,83,117,Away,2012
128,2012-07-14 14:10:00,16,Port Adelaide,Essendon,77,127,Away,2012
129,2012-07-14 16:40:00,16,Richmond,Gold Coast,88,90,Away,2012
130,2012-07-14 19:40:00,16,Geelong,Collingwood,79,110,Away,2012
131,2012-07-14 19:40:00,16,Brisbane Lions,St Kilda,92,105,Away,2012
132,2012-07-15 13:10:00,16,Greater Western Sydney,Adelaide,59,178,Away,2012
133,2012-07-15 15:15:00,16,Western Bulldogs,Hawthorn,44,116,Away,2012
134,2012-07-15 16:40:00,16,West Coast,Sydney,69,121,Away,2012
135,2012-07-20 19:50:00,17,Geelong,Essendon,134,67,Home,2012
136,2012-07-21 13:45:00,17,Collingwood,Hawthorn,91,138,Away,2012
137,2012-07-21 14:10:00,17,Adelaide,West Coast,124,75,Home,2012
138,2012-07-21 16:40:00,17,Gold Coast,Brisbane Lions,48,59,Away,2012
139,2012-07-21 19:40:00,17,Melbourne,Port Adelaide,56,84,Away,2012
140,2012-07-21 19:40:00,17,Western Bulldogs,Carlton,84,102,Away,2012
141,2012-07-22 13:10:00,17,Sydney,St Kilda,105,76,Home,2012
142,2012-07-22 15:15:00,17,Richmond,North Melbourne,99,103,Away,2012
143,2012-07-22 16:40:00,17,Fremantle,Greater Western Sydney,132,37,Home,2012
144,2012-07-27 19:50:00,18,Essendon,Hawthorn,86,180,Away,2012
145,2012-07-28 13:45:00,18,Geelong,Adelaide,102,75,Home,2012
146,2012-07-28 14:10:00,18,North Melbourne,Melbourne,127,73,Home,2012
147,2012-07-28 16:40:00,18,Greater Western Sydney,Collingwood,54,174,Away,2012
148,2012-07-28 19:40:00,18,Carlton,Richmond,95,91,Home,2012
149,2012-07-28 19:40:00,18,Gold Coast,Sydney,54,126,Away,2012
150,2012-07-29 13:10:00,18,Port Adelaide,Fremantle,48,75,Away,2012
151,2012-07-29 15:15:00,18,St Kilda,Western Bulldogs,118,42,Home,2012
152,2012-07-29 16:40:00,18,West Coast,Brisbane Lions,175,77,Home,2012
153,2012-08-03 19:50:00,19,Hawthorn,Geelong,116,118,Away,2012
154,2012-08-04 13:45:00,19,Western Bulldogs,North Melbourne,61,115,Away,2012
155,2012-08-04 14:10:00,19,Greater Western Sydney,Port Adelaide,107,73,Home,2012
156,2012-08-04 16:40:00,19,Fremantle,West Coast,113,48,Home,2012
157,2012-08-04 19:40:00,19,Collingwood,St Kilda,91,85,Home,2012
158,2012-08-04 19:40:00,19,Brisbane Lions,Richmond,84,132,Away,2012
159,2012-08-05 13:10:00,19,Melbourne,Gold Coast,108,66,Home,2012
160,2012-08-05 15:15:00,19,Carlton,Sydney,71,93,Away,2012
161,2012-08-05 16:40:00,19,Adelaide,Essendon,104,100,Home,2012
162,2012-08-10 20:40:00,20,West Coast,Geelong,102,97,Home,2012
163,2012-08-11 13:45:00,20,St Kilda,Melbourne,107,82,Home,2012
164,2012-08-11 14:10:00,20,Adelaide,Fremantle,119,91,Home,2012
165,2012-08-11 16:40:00,20,Gold Coast,Greater Western Sydney,109,79,Home,2012
166,2012-08-11 19:40:00,20,Carlton,Brisbane Lions,113,77,Home,2012
167,2012-08-11 19:40:00,20,Sydney,Collingwood,70,78,Away,2012
168,2012-08-12 13:10:00,20,Hawthorn,Port Adelaide,159,87,Home,2012
169,2012-08-12 15:15:00,20,Richmond,Western Bulldogs,150,80,Home,2012
170,2012-08-12 16:40:00,20,Essendon,North Melbourne,76,100,Away,2012
171,2012-08-17 19:50:00,21,Geelong,St Kilda,123,81,Home,2012
172,2012-08-18 13:45:00,21,Essendon,Carlton,60,156,Away,2012
173,2012-08-18 14:10:00,21,Greater Western Sydney,Melbourne,59,84,Away,2012
174,2012-08-18 16:40:00,21,Fremantle,Richmond,94,72,Home,2012
175,2012-08-18 19:40:00,21,Brisbane Lions,Adelaide,95,85,Home,2012
176,2012-08-18 19:40:00,21,Collingwood,North Melbourne,61,91,Away,2012
177,2012-08-19 13:10:00,21,Port Adelaide,West Coast,50,98,Away,2012
178,2012-08-19 15:15:00,21,Western Bulldogs,Sydney,85,167,Away,2012
179,2012-08-19 16:40:00,21,Hawthorn,Gold Coast,129,65,Home,2012
180,2012-08-24 19:50:00,22,Richmond,Essendon,102,57,Home,2012
181,2012-08-25 13:45:00,22,St Kilda,Greater Western Sydney,163,35,Home,2012
182,2012-08-25 14:10:00,22,Port Adelaide,Brisbane Lions,93,104,Away,2012
183,2012-08-25 16:40:00,22,Sydney,Hawthorn,95,102,Away,2012
184,2012-08-25 19:40:00,22,West Coast,Collingwood,107,58,Home,2012
185,2012-08-25 19:40:00,22,Gold Coast,Carlton,98,86,Home,2012
186,2012-08-26 13:10:00,22,Geelong,Western Bulldogs,107,73,Home,2012
187,2012-08-26 15:15:00,22,North Melbourne,Fremantle,79,132,Away,2012
188,2012-08-26 16:40:00,22,Melbourne,Adelaide,81,150,Away,2012
189,2012-08-31 19:50:00,23,Hawthorn,West Coast,95,70,Home,2012
190,2012-09-01 13:45:00,23,Geelong,Sydney,112,78,Home,2012
191,2012-09-01 14:10:00,23,Adelaide,Gold Coast,153,62,Home,2012
192,2012-09-01 16:40:00,23,Greater Western Sydney,North Melbourne,77,105,Away,2012
193,2012-09-01 19:40:00,23,Fremantle,Melbourne,101,40,Home,2012
194,2012-09-01 19:40:00,23,Essendon,Collingwood,72,104,Away,2012
195,2012-09-02 13:10:00,23,Carlton,St Kilda,91,106,Away,2012
196,2012-09-02 15:15:00,23,Richmond,Port Adelaide,106,106,Draw,2012
197,2012-09-02 16:40:00,23,Brisbane Lions,Western Bulldogs,128,61,Home,2012
198,2012-09-07 19:50:00,24,Hawthorn,Collingwood,135,97,Home,2012
199,2012-09-08 15:15:00,25,Adelaide,Sydney,42,71,Away,2012
200,2012-09-08 19:45:00,26,Geelong,Fremantle,80,96,Away,2012
201,2012-09-09 15:15:00,27,West Coast,North Melbourne,162,66,Home,2012
202,2012-09-14 20:45:00,28,Adelaide,Fremantle,81,71,Home,2012
203,2012-09-15 19:45:00,29,Collingwood,West Coast,73,60,Home,2012
204,2012-09-21 19:50:00,30,Sydney,Collingwood,96,70,Home,2012
205,2012-09-22 17:15:00,31,Hawthorn,Adelaide,97,92,Home,2012
206,2012-09-29 14:30:00,32,Hawthorn,Sydney,81,91,Away,2012
0,2013-03-22 19:40:00,1,Adelaide,Essendon,82,117,Away,2013
1,2013-03-23 18:40:00,1,Fremantle,West Coast,108,80,Home,2013
2,2013-03-28 18:45:00,1,Carlton,Richmond,101,106,Away,2013
3,2013-03-30 12:40:00,1,Western Bulldogs,Brisbane Lions,127,59,Home,2013
4,2013-03-30 15:40:00,1,Greater Western Sydney,Sydney,76,106,Away,2013
5,2013-03-30 18:45:00,1,Gold Coast,St Kilda,90,77,Home,2013
6,2013-03-31 12:10:00,1,Melbourne,Port Adelaide,54,133,Away,2013
7,2013-03-31 15:40:00,1,North Melbourne,Collingwood,87,103,Away,2013
8,2013-04-01 14:20:00,1,Hawthorn,Geelong,86,93,Away,2013
9,2013-04-05 18:50:00,2,St Kilda,Richmond,82,99,Away,2013
10,2013-04-06 12:45:00,2,Sydney,Gold Coast,114,73,Home,2013
11,2013-04-06 13:10:00,2,Western Bulldogs,Fremantle,78,106,Away,2013
12,2013-04-06 15:40:00,2,Brisbane Lions,Adelaide,77,96,Away,2013
13,2013-04-06 18:40:00,2,Port Adelaide,Greater Western Sydney,134,78,Home,2013
14,2013-04-06 18:40:00,2,Essendon,Melbourne,184,36,Home,2013
15,2013-04-07 13:10:00,2,Geelong,North Melbourne,112,108,Home,2013
16,2013-04-07 15:20:00,2,Collingwood,Carlton,117,100,Home,2013
17,2013-04-07 16:40:00,2,West Coast,Hawthorn,98,148,Away,2013
18,2013-04-12 20:40:00,3,Fremantle,Essendon,68,72,Away,2013
19,2013-04-13 13:45:00,3,North Melbourne,Sydney,92,131,Away,2013
20,2013-04-13 14:10:00,3,Melbourne,West Coast,83,177,Away,2013
21,2013-04-13 16:40:00,3,Greater Western Sydney,St Kilda,68,140,Away,2013
22,2013-04-13 19:40:00,3,Geelong,Carlton,119,103,Home,2013
23,2013-04-13 19:40:00,3,Gold Coast,Brisbane Lions,92,94,Away,2013
24,2013-04-14 13:10:00,3,Richmond,Western Bulldogs,135,68,Home,2013
25,2013-04-14 15:20:00,3,Collingwood,Hawthorn,90,145,Away,2013
26,2013-04-14 16:40:00,3,Port Adelaide,Adelaide,118,109,Home,2013
27,2013-04-19 19:50:00,4,Sydney,Geelong,103,124,Away,2013
28,2013-04-20 13:45:00,4,Hawthorn,Fremantle,118,76,Home,2013
29,2013-04-20 14:10:00,4,Richmond,Collingwood,79,113,Away,2013
30,2013-04-20 16:40:00,4,St Kilda,Essendon,91,128,Away,2013
31,2013-04-20 19:40:00,4,West Coast,Carlton,65,89,Away,2013
32,2013-04-20 19:40:00,4,Gold Coast,Port Adelaide,66,104,Away,2013
33,2013-04-21 13:10:00,4,Melbourne,Greater Western Sydney,144,103,Home,2013
34,2013-04-21 15:20:00,4,Adelaide,Western Bulldogs,80,28,Home,2013
35,2013-04-21 16:40:00,4,North Melbourne,Brisbane Lions,125,62,Home,2013
36,2013-04-25 14:40:00,5,Essendon,Collingwood,121,75,Home,2013
37,2013-04-25 17:50:00,5,St Kilda,Sydney,63,79,Away,2013
38,2013-04-26 20:45:00,5,Fremantle,Richmond,81,80,Home,2013
39,2013-04-27 13:45:00,5,Greater Western Sydney,Gold Coast,104,148,Away,2013
40,2013-04-27 16:40:00,5,Carlton,Adelaide,115,83,Home,2013
41,2013-04-27 19:40:00,5,Western Bulldogs,Geelong,86,107,Away,2013
42,2013-04-27 19:45:00,5,Port Adelaide,West Coast,84,79,Home,2013
43,2013-04-28 15:20:00,5,Brisbane Lions,Melbourne,122,94,Home,2013
44,2013-04-28 16:40:00,5,Hawthorn,North Melbourne,99,96,Home,2013
45,2013-05-03 19:50:00,6,Collingwood,St Kilda,103,77,Home,2013
46,2013-05-04 13:45:00,6,Essendon,Greater Western Sydney,120,81,Home,2013
47,2013-05-04 14:10:00,6,North Melbourne,Port Adelaide,93,83,Home,2013
48,2013-05-04 16:40:00,6,Adelaide,Hawthorn,78,89,Away,2013
49,2013-05-04 19:40:00,6,Gold Coast,Fremantle,54,99,Away,2013
50,2013-05-04 19:40:00,6,Richmond,Geelong,87,131,Away,2013
51,2013-05-05 13:10:00,6,Sydney,Brisbane Lions,115,55,Home,2013
52,2013-05-05 15:20:00,6,Carlton,Melbourne,121,60,Home,2013
53,2013-05-05 16:40:00,6,West Coast,Western Bulldogs,137,67,Home,2013
54,2013-05-10 19:50:00,7,Geelong,Essendon,113,85,Home,2013
55,2013-05-11 13:45:00,7,Port Adelaide,Richmond,73,114,Away,2013
56,2013-05-11 14:10:00,7,Brisbane Lions,West Coast,82,108,Away,2013
57,2013-05-11 16:40:00,7,Western Bulldogs,North Melbourne,97,151,Away,2013
58,2013-05-11 19:40:00,7,Fremantle,Collingwood,100,73,Home,2013
59,2013-05-11 19:40:00,7,Hawthorn,Sydney,119,82,Home,2013
60,2013-05-12 13:10:00,7,Greater Western Sydney,Adelaide,52,187,Away,2013
61,2013-05-12 16:40:00,7,Melbourne,Gold Coast,54,114,Away,2013
62,2013-05-13 19:40:00,7,St Kilda,Carlton,77,68,Home,2013
63,2013-05-17 20:40:00,8,West Coast,North Melbourne,90,88,Home,2013
64,2013-05-18 13:45:00,8,Essendon,Brisbane Lions,86,96,Away,2013
65,2013-05-18 14:10:00,8,Hawthorn,Greater Western Sydney,140,57,Home,2013
66,2013-05-18 16:40:00,8,Gold Coast,Western Bulldogs,93,61,Home,2013
67,2013-05-18 19:40:00,8,Collingwood,Geelong,102,96,Home,2013
68,2013-05-18 19:40:00,8,Sydney,Fremantle,70,70,Draw,2013
69,2013-05-19 13:10:00,8,Carlton,Port Adelaide,109,91,Home,2013
70,2013-05-19 15:20:00,8,Richmond,Melbourne,106,72,Home,2013
71,2013-05-19 16:40:00,8,Adelaide,St Kilda,87,47,Home,2013
72,2013-05-24 19:50:00,9,Collingwood,Sydney,55,102,Away,2013
73,2013-05-25 13:45:00,9,Port Adelaide,Geelong,68,116,Away,2013
74,2013-05-25 14:10:00,9,Greater Western Sydney,West Coast,55,155,Away,2013
75,2013-05-25 16:40:00,9,St Kilda,Western Bulldogs,101,110,Away,2013
76,2013-05-25 19:40:00,9,Brisbane Lions,Carlton,85,98,Away,2013
77,2013-05-25 19:45:00,9,Richmond,Essendon,62,91,Away,2013
78,2013-05-26 13:10:00,9,Hawthorn,Gold Coast,118,92,Home,2013
79,2013-05-26 15:20:00,9,North Melbourne,Adelaide,124,125,Away,2013
80,2013-05-26 16:40:00,9,Fremantle,Melbourne,130,40,Home,2013
81,2013-05-31 19:50:00,10,Brisbane Lions,Collingwood,51,100,Away,2013
82,2013-06-01 13:45:00,10,Carlton,Greater Western Sydney,148,54,Home,2013
83,2013-06-01 14:10:00,10,Adelaide,Fremantle,59,66,Away,2013
84,2013-06-01 16:40:00,10,Sydney,Essendon,115,71,Home,2013
85,2013-06-01 19:40:00,10,Western Bulldogs,Port Adelaide,67,58,Home,2013
86,2013-06-01 19:40:00,10,Geelong,Gold Coast,123,71,Home,2013
87,2013-06-02 15:20:00,10,Melbourne,Hawthorn,48,143,Away,2013
88,2013-06-02 16:40:00,10,North Melbourne,St Kilda,133,65,Home,2013
89,2013-06-03 19:40:00,10,West Coast,Richmond,62,103,Away,2013
90,2013-06-07 19:50:00,11,Essendon,Carlton,77,72,Home,2013
91,2013-06-08 13:40:00,11,Greater Western Sydney,Geelong,98,157,Away,2013
92,2013-06-08 16:40:00,11,Adelaide,Sydney,50,127,Away,2013
93,2013-06-08 19:40:00,11,Gold Coast,North Melbourne,66,51,Home,2013
94,2013-06-09 16:40:00,11,St Kilda,West Coast,80,84,Away,2013
95,2013-06-10 15:20:00,11,Melbourne,Collingwood,39,122,Away,2013
96,2013-06-14 19:50:00,12,Carlton,Hawthorn,87,102,Away,2013
97,2013-06-15 13:40:00,12,Richmond,Adelaide,110,72,Home,2013
98,2013-06-15 16:40:00,12,Fremantle,Brisbane Lions,86,46,Home,2013
99,2013-06-15 19:40:00,12,Essendon,Gold Coast,115,72,Home,2013
100,2013-06-16 13:10:00,12,Greater Western Sydney,Port Adelaide,50,125,Away,2013
101,2013-06-16 16:40:00,12,Collingwood,Western Bulldogs,99,65,Home,2013
102,2013-06-21 19:50:00,13,Hawthorn,West Coast,123,103,Home,2013
103,2013-06-22 13:40:00,13,Port Adelaide,Sydney,72,54,Home,2013
104,2013-06-22 16:40:00,13,St Kilda,Melbourne,104,69,Home,2013
105,2013-06-22 19:40:00,13,Western Bulldogs,Richmond,61,121,Away,2013
106,2013-06-23 15:20:00,13,Fremantle,North Melbourne,67,29,Home,2013
107,2013-06-23 16:40:00,13,Brisbane Lions,Geelong,103,98,Home,2013
108,2013-06-27 20:10:00,14,West Coast,Essendon,91,98,Away,2013
109,2013-06-28 19:50:00,14,Sydney,Carlton,65,43,Home,2013
110,2013-06-29 13:40:00,14,Gold Coast,Adelaide,83,111,Away,2013
111,2013-06-29 16:40:00,14,Port Adelaide,Collingwood,86,51,Home,2013
112,2013-06-29 19:40:00,14,Melbourne,Western Bulldogs,103,100,Home,2013
113,2013-06-29 19:40:00,14,Geelong,Fremantle,85,44,Home,2013
114,2013-06-30 13:10:00,14,Hawthorn,Brisbane Lions,143,85,Home,2013
115,2013-06-30 15:20:00,14,North Melbourne,Greater Western Sydney,130,44,Home,2013
116,2013-06-30 16:40:00,14,Richmond,St Kilda,119,55,Home,2013
117,2013-07-05 19:50:00,15,Carlton,Collingwood,77,118,Away,2013
