Game,Season,Date,Round,HomeTeam,AwayTeam,Winner,SeasonPointsBy,SeasonPointsAgainst,SeasonPerformance,Ranking,PointsBy_Last_1,PointsAgainst_Last_1,Performance_Last_1,PointsBy_Last_2,PointsAgainst_Last_2,Performance_Last_2,PointsBy_Last_3,PointsAgainst_Last_3,Performance_Last_3,PointsBy_Last_4,PointsAgainst_Last_4,Performance_Last_4,PointsBy_Last_5,PointsAgainst_Last_5,Performance_Last_5
12871,2006,2006-04-29,R5,Melbourne,North Melbourne,Home,12.0,-49.0,0.0,0.0,26.0,-3.0,2.0,23.5,-27.0,1.0,22.66666666666667,-18.33333333333333,0.6666666666666666,3.0,-12.25,0.0,-0.7999999999999972,-19.400000000000006,0.0
12877,2006,2006-04-30,R5,Hawthorn,Essendon,Home,7.0,-83.0,4.0,2.0,11.0,-38.0,2.0,9.5,-46.5,2.0,2.0,-29.666666666666657,1.3333333333333333,1.75,-20.75,1.0,-0.6000000000000085,-9.799999999999997,0.7999999999999999
12876,2006,2006-04-30,R5,Collingwood,Port Adelaide,Home,61.0,-76.0,2.0,1.0,-16.0,-29.0,0.0,29.0,-31.5,1.0,23.66666666666667,-19.66666666666667,0.6666666666666667,15.25,-19.0,0.5,24.200000000000003,-11.599999999999994,0.3999999999999999
12875,2006,2006-04-30,R5,St Kilda,Fremantle,Away,39.0,26.0,0.0,0.0,59.0,52.0,0.0,36.5,30.0,0.0,20.0,17.0,0.0,9.75,6.5,0.0,5.799999999999997,0.4000000000000057,0.0
12878,2006,2006-05-05,R6,Melbourne,Geelong,Home,-38.0,97.0,0.0,0.0,5.0,-21.0,2.0,2.5,-13.5,2.0,17.66666666666667,-8.666666666666671,1.3333333333333333,1.25,10.5,0.5,-7.599999999999994,19.400000000000006,0.0
12881,2006,2006-05-06,R6,Adelaide,Richmond,Home,96.0,-179.0,4.0,2.0,40.0,-29.0,0.0,7.0,-26.0,0.0,8.666666666666657,-30.333333333333343,0.6666666666666667,9.25,-22.25,0.5,19.19999999999999,-35.80000000000001,0.8
12882,2006,2006-05-06,R6,Essendon,Port Adelaide,Away,-3.0,-66.0,-2.0,-1.0,4.0,-36.0,0.0,-14.5,-24.0,-1.0,-5.0,-18.0,-0.6666666666666666,-6.0,-4.75,-1.0,-0.5999999999999943,-13.200000000000003,-0.4
12880,2006,2006-05-06,R6,Fremantle,West Coast,Home,-76.0,59.0,-4.0,-2.0,-28.0,30.0,0.0,-32.0,14.5,-1.0,-30.0,6.0,-0.6666666666666667,-19.75,4.0,-0.5,-15.200000000000003,11.800000000000011,-0.8
12879,2006,2006-05-06,R6,St Kilda,Footscray,Home,-72.0,0.0,-4.0,-2.0,38.0,-38.0,0.0,29.0,-6.5,-1.0,26.0,-6.333333333333329,-0.6666666666666666,7.25,-8.0,-0.5,-14.400000000000006,0.0,-0.8
12885,2006,2006-05-07,R6,North Melbourne,Hawthorn,Home,-48.0,157.0,-6.0,-3.0,2.0,7.0,-2.0,-13.5,17.0,-2.0,-17.33333333333333,46.0,-2.0,-16.75,39.25,-1.5,-9.599999999999994,31.39999999999999,-1.2000000000000002
12884,2006,2006-05-07,R6,Carlton,Collingwood,Away,-170.0,7.0,-6.0,-3.0,-36.0,13.0,-2.0,-37.0,12.0,-2.0,-51.0,9.666666666666671,-2.0,-46.5,11.5,-2.0,-34.0,1.4000000000000057,-1.2000000000000002
12883,2006,2006-05-07,R6,Brisbane Lions,Sydney,Away,-56.0,84.0,-2.0,-1.0,-44.0,37.0,-2.0,-27.0,18.0,-1.0,-16.0,28.66666666666667,-1.3333333333333333,-3.25,19.25,-0.5,-11.200000000000003,16.799999999999997,-0.4
12886,2006,2006-05-12,R7,St Kilda,Geelong,Away,16.0,42.0,2.0,1.0,11.0,-9.0,2.0,9.5,-11.0,1.0,13.333333333333329,0.6666666666666714,0.6666666666666666,28.75,-3.0,1.0,13.0,-0.8000000000000114,0.7999999999999999
12890,2006,2006-05-13,R7,West Coast,Collingwood,Home,-103.0,-39.0,0.0,0.0,-55.0,22.0,-2.0,-26.5,3.0,-1.0,-21.33333333333333,-4.0,-0.6666666666666667,-20.25,0.5,-0.5,-22.0,1.2000000000000028,-0.3999999999999999
12889,2006,2006-05-13,R7,Hawthorn,Brisbane Lions,Away,103.0,-148.0,6.0,3.0,10.0,0.0,0.0,15.5,-19.5,1.0,16.33333333333333,-22.333333333333343,1.3333333333333333,15.75,-35.5,1.5,6.3999999999999915,-24.0,0.7999999999999999
12888,2006,2006-05-13,R7,Richmond,Sydney,Away,-39.0,112.0,0.0,0.0,-5.0,25.0,0.0,-10.0,12.0,0.0,-5.333333333333329,3.0,0.6666666666666667,-1.75,17.75,0.0,-2.0,10.599999999999994,0.0
12887,2006,2006-05-13,R7,Melbourne,Fremantle,Home,-6.0,71.0,-2.0,-1.0,-1.0,-2.0,0.0,-2.5,-4.5,0.0,11.0,4.333333333333329,0.6666666666666667,5.0,9.0,0.0,1.7999999999999972,17.39999999999999,-0.40000000000000013
12893,2006,2006-05-14,R7,North Melbourne,Adelaide,Away,-74.0,212.0,-6.0,-3.0,-1.0,27.0,0.0,-23.5,31.0,-1.0,-15.333333333333343,32.666666666666664,-1.3333333333333335,-18.0,38.5,-1.5,-18.200000000000003,40.400000000000006,-1.2000000000000002
12892,2006,2006-05-14,R7,Carlton,Essendon,Home,-94.0,-3.0,0.0,0.0,-29.0,41.0,0.0,-14.0,24.5,0.0,-16.33333333333333,14.333333333333329,0.0,-17.0,5.0,0.0,-15.800000000000011,1.2000000000000028,0.0
12891,2006,2006-05-14,R7,Port Adelaide,Footscray,Away,-113.0,103.0,-4.0,-2.0,-25.0,11.0,0.0,-0.5,-0.5,0.0,7.666666666666671,6.666666666666671,0.0,-0.5,9.25,-0.5,-6.6000000000000085,5.400000000000006,-0.3999999999999999
12894,2006,2006-05-19,R8,Hawthorn,Melbourne,Away,-26.0,-35.0,0.0,0.0,-51.0,48.0,-2.0,-29.0,34.5,-2.0,-21.33333333333333,22.0,-1.3333333333333335,-15.25,10.5,-1.0,-11.399999999999991,-2.200000000000003,-0.40000000000000013
12897,2006,2006-05-20,R8,Collingwood,Sydney,Home,88.0,15.0,2.0,1.0,-82.0,50.0,-2.0,-23.0,23.0,-1.0,-10.999999999999986,13.333333333333343,-0.6666666666666667,-4.75,8.0,0.0,10.599999999999994,6.800000000000011,0.0
12898,2006,2006-05-20,R8,Footscray,Geelong,Away,158.0,82.0,4.0,2.0,84.0,26.0,0.0,40.5,15.5,0.0,17.0,18.66666666666667,0.0,13.0,13.75,0.5,21.400000000000006,9.399999999999991,0.7999999999999999
12896,2006,2006-05-20,R8,Fremantle,North Melbourne,Home,5.0,-122.0,4.0,2.0,-2.0,1.0,0.0,-8.0,2.0,0.0,-2.6666666666666714,2.333333333333343,0.6666666666666666,-5.0,-4.5,0.5,2.799999999999997,-18.39999999999999,0.7999999999999999
12895,2006,2006-05-20,R8,Richmond,Adelaide,Home,-156.0,341.0,-6.0,-3.0,-54.0,120.0,-2.0,-30.0,81.0,-1.0,-33.33333333333333,63.66666666666667,-0.6666666666666667,-18.5,53.5,-0.5,-17.19999999999999,50.60000000000001,-0.8
12901,2006,2006-05-21,R8,Essendon,West Coast,Away,-79.0,134.0,-10.0,-5.0,-34.0,13.0,-2.0,-11.0,11.0,-1.0,-20.333333333333343,14.333333333333329,-1.3333333333333333,-16.75,19.5,-1.5,-22.0,18.400000000000006,-1.6
12900,2006,2006-05-21,R8,Carlton,St Kilda,Away,-63.0,38.0,-2.0,-1.0,47.0,-4.0,2.0,10.5,28.0,0.0,4.0,18.0,0.0,-9.5,8.0,0.0,-17.60000000000001,5.200000000000003,-0.4
12899,2006,2006-05-21,R8,Port Adelaide,Brisbane Lions,Away,55.0,103.0,0.0,0.0,-16.0,100.0,-2.0,-16.5,50.5,-1.0,-5.666666666666671,32.999999999999986,-0.6666666666666666,5.75,30.25,0.0,3.0,21.400000000000006,0.0
12902,2006,2006-05-26,R9,Collingwood,Footscray,Home,62.0,-101.0,2.0,1.0,56.0,-72.0,2.0,-6.0,-25.0,0.0,16.0,-25.33333333333333,0.6666666666666666,28.25,-32.25,1.0,24.19999999999999,-27.400000000000006,0.8
12906,2006,2006-05-27,R9,Hawthorn,Sydney,Away,-154.0,58.0,-2.0,-1.0,-55.0,46.0,-2.0,-84.5,45.0,-2.0,-63.66666666666666,40.66666666666667,-2.0,-53.5,30.0,-1.5,-41.2,18.200000000000003,-0.8
12905,2006,2006-05-27,R9,Essendon,Port Adelaide,Away,41.0,-161.0,-2.0,-1.0,14.0,-34.0,0.0,1.0,-44.5,0.0,14.666666666666657,-31.666666666666657,0.0,12.0,-32.75,0.0,3.0,-28.60000000000001,-0.4
12904,2006,2006-05-27,R9,Adelaide,Carlton,Home,172.0,-228.0,8.0,4.0,32.0,-57.0,0.0,18.5,-37.5,0.0,24.66666666666667,-53.333333333333336,0.6666666666666666,30.5,-49.25,1.0,24.80000000000001,-47.599999999999994,1.2000000000000002
12903,2006,2006-05-27,R9,Geelong,Richmond,Away,56.0,-188.0,-2.0,-1.0,-25.0,80.0,-2.0,-2.5,-18.0,0.0,-7.0,-14.666666666666671,-0.6666666666666666,-7.0,-5.25,-1.0,-5.400000000000006,-1.0,-1.2000000000000002
12909,2006,2006-05-28,R9,West Coast,Melbourne,Home,49.0,-54.0,4.0,2.0,-23.0,31.0,0.0,-14.0,35.5,0.0,-10.666666666666657,26.0,-0.6666666666666667,0.0,13.75,-0.5,-0.4000000000000057,6.800000000000011,-0.3999999999999999
12908,2006,2006-05-28,R9,St Kilda,North Melbourne,Home,130.0,-185.0,4.0,2.0,77.0,-50.0,2.0,40.5,-42.0,1.0,23.66666666666667,-28.666666666666657,0.6666666666666666,19.5,-20.5,0.5,25.0,-11.0,0.4
12907,2006,2006-05-28,R9,Brisbane Lions,Fremantle,Home,27.0,114.0,-4.0,-2.0,63.0,29.0,0.0,55.5,-11.0,1.0,31.0,-1.0,0.0,15.5,6.5,-0.5,17.0,10.399999999999991,-0.3999999999999999
12910,2006,2006-06-02,R10,Adelaide,Essendon,Home,108.0,-320.0,12.0,6.0,55.0,-69.0,2.0,14.5,-56.5,1.0,22.33333333333333,-54.66666666666667,1.3333333333333333,18.75,-52.0,1.5,24.799999999999997,-47.4,1.6
12914,2006,2006-06-03,R10,Fremantle,Richmond,Home,9.0,-161.0,0.0,0.0,-37.0,51.0,-2.0,-11.0,17.0,-1.0,-8.666666666666657,-9.666666666666671,-0.6666666666666666,-8.75,-10.25,-0.5,-6.599999999999994,-6.400000000000006,-0.40000000000000013
12913,2006,2006-06-03,R10,Collingwood,Brisbane Lions,Home,247.0,-107.0,6.0,3.0,-2.0,32.0,0.0,-1.5,-1.0,0.0,-3.6666666666666714,14.666666666666671,-0.6666666666666667,14.25,2.0,0.0,22.799999999999983,-7.0,0.40000000000000013
12912,2006,2006-06-03,R10,Geelong,West Coast,Away,-151.0,89.0,-10.0,-5.0,-7.0,35.0,-2.0,-38.0,44.5,-2.0,-35.33333333333333,18.333333333333343,-1.3333333333333335,-27.0,13.5,-1.0,-29.0,19.599999999999994,-1.2000000000000002
12911,2006,2006-06-03,R10,Footscray,Hawthorn,Home,261.0,32.0,2.0,1.0,51.0,20.0,0.0,40.0,0.0,0.0,59.99999999999999,-5.333333333333329,0.6666666666666666,44.5,-6.5,0.5,29.799999999999997,4.599999999999994,0.0
12917,2006,2006-06-04,R10,Melbourne,St Kilda,Home,16.0,92.0,0.0,0.0,1.0,40.0,-2.0,5.5,33.5,-1.0,21.33333333333333,14.333333333333336,0.0,14.75,11.5,0.0,11.200000000000003,7.599999999999994,0.40000000000000013
12916,2006,2006-06-04,R10,Carlton,Port Adelaide,Away,-147.0,-129.0,-2.0,-1.0,-69.0,55.0,-2.0,-56.5,17.0,-1.0,-30.66666666666667,-18.0,0.0,-19.75,-4.75,0.0,-14.799999999999997,-9.400000000000006,0.0
12915,2006,2006-06-04,R10,North Melbourne,Sydney,Away,-260.0,171.0,-8.0,-4.0,-62.0,20.0,-2.0,-64.5,7.0,-2.0,-83.0,22.666666666666657,-2.0,-62.25,19.5,-1.5,-54.0,16.599999999999994,-1.6
12918,2006,2006-06-09,R11,Geelong,Essendon,Home,25.0,-207.0,4.0,2.0,48.0,-87.0,0.0,34.5,-53.0,0.0,7.0,-24.333333333333343,0.0,6.25,-30.0,0.5,2.200000000000003,-26.0,0.4
12921,2006,2006-06-10,R11,Sydney,St Kilda,Away,128.0,26.0,4.0,2.0,15.0,-5.0,2.0,30.0,-4.0,1.0,16.666666666666657,16.0,0.6666666666666667,41.5,7.0,1.0,35.2,4.0,0.8
12920,2006,2006-06-10,R11,Brisbane Lions,Adelaide,Away,-168.0,312.0,-8.0,-4.0,-105.0,59.0,-2.0,-44.0,36.0,-1.0,-2.3333333333333286,27.000000000000007,0.0,-4.25,21.75,0.0,-10.0,27.199999999999996,-0.40000000000000013
12919,2006,2006-06-10,R11,Richmond,North Melbourne,Home,38.0,66.0,6.0,3.0,-9.0,-5.0,0.0,22.0,5.5,1.0,21.33333333333333,-2.333333333333343,1.3333333333333333,16.5,14.25,1.0,12.200000000000003,14.400000000000006,0.7999999999999999
12924,2006,2006-06-11,R11,West Coast,Carlton,Home,273.0,-201.0,14.0,7.0,17.0,-20.0,2.0,27.0,-34.5,2.0,44.333333333333336,-34.33333333333334,2.0,33.5,-20.75,1.5,30.200000000000003,-26.599999999999994,1.2000000000000002
12923,2006,2006-06-11,R11,Footscray,Fremantle,Home,255.0,73.0,0.0,0.0,9.0,-1.0,0.0,20.5,-1.5,0.0,15.666666666666657,21.33333333333333,-0.6666666666666666,38.75,9.25,0.0,29.0,9.200000000000003,-0.3999999999999999
12922,2006,2006-06-11,R11,Port Adelaide,Hawthorn,Home,114.0,147.0,0.0,0.0,30.0,-25.0,2.0,52.5,-37.5,2.0,40.66666666666666,-21.33333333333333,1.3333333333333333,36.5,-1.0,1.0,23.799999999999997,-0.6000000000000085,0.8
12925,2006,2006-06-12,R11,Melbourne,Collingwood,Home,-241.0,48.0,-4.0,-2.0,-6.0,7.0,0.0,-35.0,-0.5,-1.0,-26.66666666666667,5.333333333333343,-0.6666666666666667,-15.25,-9.5,0.0,-22.400000000000006,-4.599999999999994,0.0
12926,2006,2006-06-16,R12,St Kilda,Adelaide,Away,-188.0,138.0,-6.0,-3.0,-23.0,-10.0,0.0,-60.5,21.5,-1.0,-57.0,13.333333333333336,-0.6666666666666667,-27.75,1.25,0.0,-32.599999999999994,5.400000000000006,-0.40000000000000013
12928,2006,2006-06-17,R12,Brisbane Lions,West Coast,Away,-152.0,127.0,-12.0,-6.0,-51.0,-26.0,-2.0,-34.5,-7.5,-2.0,-8.333333333333329,-5.666666666666657,-1.3333333333333335,2.25,-7.75,-1.0,0.6000000000000085,-12.599999999999994,-0.8
12927,2006,2006-06-17,R12,Fremantle,Footscray,Away,-269.0,-59.0,-2.0,-1.0,-14.0,14.0,-2.0,-11.5,7.5,-1.0,-18.333333333333343,5.666666666666671,-0.6666666666666666,-15.25,-12.5,0.0,-33.8,-4.599999999999994,-0.3999999999999999
12929,2006,2006-06-17,R12,Port Adelaide,Geelong,Home,77.0,165.0,2.0,1.0,15.0,-39.0,0.0,17.5,-28.0,1.0,24.666666666666657,-32.33333333333334,1.3333333333333335,27.0,-24.0,1.0,23.200000000000003,1.2000000000000028,0.3999999999999999
12930,2006,2006-06-18,R12,Hawthorn,Richmond,Home,-60.0,-32.0,-4.0,-2.0,-53.0,78.0,-2.0,-27.0,43.5,-1.0,-36.666666666666664,38.66666666666666,-1.3333333333333333,-29.5,46.5,-1.5,-22.800000000000004,22.400000000000006,-1.2
12931,2006,2006-06-18,R12,Essendon,Melbourne,Away,-163.0,267.0,-12.0,-5.0,-53.0,36.0,-2.0,-53.0,67.0,-2.0,-37.33333333333333,55.33333333333333,-1.3333333333333333,-39.0,54.5,-1.5,-39.0,54.19999999999999,-1.6
12932,2006,2006-06-23,R12,North Melbourne,Carlton,Home,2.0,-17.0,0.0,0.0,-34.0,-9.0,0.0,-10.0,-11.0,0.0,-7.666666666666671,-24.0,0.0,-2.0,-28.5,0.0,-11.799999999999997,-15.200000000000003,-0.4
12933,2006,2006-06-24,R12,Sydney,Collingwood,Away,-186.0,-94.0,-2.0,-1.0,-44.0,-89.0,0.0,-24.0,-37.0,0.0,-22.66666666666667,-41.66666666666667,0.0,-24.5,-19.75,0.0,-3.200000000000003,-25.799999999999997,0.40000000000000013
12934,2006,2006-06-30,R13,North Melbourne,Essendon,Home,-33.0,-143.0,4.0,2.0,46.0,-9.0,2.0,12.5,-18.5,1.0,24.33333333333333,-40.0,0.6666666666666666,15.25,-43.75,0.5,3.6000000000000085,-40.79999999999998,0.4
12936,2006,2006-07-01,R13,Melbourne,Port Adelaide,Home,33.0,-168.0,4.0,2.0,14.0,15.0,0.0,5.0,30.0,0.0,-1.6666666666666714,22.0,0.0,-14.75,23.5,-0.5,-0.20000000000000284,1.6000000000000085,0.0
12937,2006,2006-07-01,R13,Brisbane Lions,Fremantle,Home,103.0,68.0,-4.0,-2.0,51.0,27.0,0.0,12.5,1.0,0.0,2.6666666666666714,7.333333333333343,-0.6666666666666666,19.0,-11.5,0.0,27.799999999999997,-3.4000000000000057,0.0
12935,2006,2006-07-01,R13,St Kilda,Carlton,Home,84.0,-271.0,8.0,4.0,-42.0,2.0,0.0,-45.5,-29.5,1.0,-28.333333333333343,-24.66666666666667,0.6666666666666666,-17.75,-35.25,1.0,4.200000000000003,-46.599999999999994,1.2
12938,2006,2006-07-01,R13,Sydney,Hawthorn,Home,214.0,-196.0,4.0,2.0,-23.0,31.0,-2.0,-11.0,-31.0,-1.0,-1.6666666666666714,-24.33333333333333,0.0,15.0,-34.5,0.5,23.0,-36.8,0.7999999999999999
12941,2006,2006-07-02,R13,West Coast,Geelong,Away,77.0,-34.0,10.0,5.0,-58.0,45.0,-2.0,-38.5,29.0,-1.0,-24.666666666666657,18.333333333333343,0.0,-16.75,5.0,0.5,0.4000000000000057,-6.800000000000011,0.8
12939,2006,2006-07-02,R13,Adelaide,Collingwood,Home,-96.0,-282.0,2.0,1.0,28.0,-22.0,0.0,4.5,-51.5,1.0,29.33333333333333,-45.333333333333336,0.6666666666666667,18.25,-45.25,0.5,-1.3999999999999915,-31.200000000000003,0.0
12940,2006,2006-07-02,R13,Richmond,Footscray,Home,-354.0,82.0,-4.0,-2.0,-81.0,2.0,-2.0,-39.5,-8.5,-1.0,-33.0,-1.6666666666666572,-1.3333333333333335,-23.5,-13.5,-0.5,-23.0,-20.80000000000001,0.0
12942,2006,2006-07-07,R14,Fremantle,Essendon,Home,-56.0,-240.0,10.0,4.0,-31.0,-5.0,0.0,-27.0,1.0,0.0,-18.66666666666667,-9.333333333333329,0.0,-1.5,-31.75,0.5,-0.4000000000000057,-23.000000000000014,0.4
12944,2006,2006-07-08,R14,Hawthorn,West Coast,Away,-232.0,212.0,-10.0,-5.0,-9.0,52.0,0.0,18.0,9.5,1.0,-8.666666666666657,21.0,0.0,-9.75,18.5,-0.5,-16.39999999999999,23.60000000000001,-0.7999999999999999
12945,2006,2006-07-08,R14,Melbourne,Brisbane Lions,Home,170.0,-110.0,8.0,4.0,49.0,26.0,0.0,28.5,-22.0,1.0,46.0,-8.333333333333329,1.3333333333333335,39.5,-11.0,1.5,18.400000000000006,-4.0,0.8
12943,2006,2006-07-08,R14,Carlton,Richmond,Away,-73.0,28.0,-10.0,-4.0,-36.0,26.0,-2.0,1.0,21.0,-1.0,0.3333333333333286,28.66666666666667,-1.3333333333333333,-1.0,26.0,-1.0,-10.800000000000011,27.599999999999994,-1.2
12946,2006,2006-07-08,R14,Port Adelaide,Geelong,Away,83.0,146.0,2.0,1.0,27.0,-27.0,0.0,3.0,-9.5,0.0,7.0,-19.333333333333343,0.0,10.25,-18.75,0.5,16.0,-23.19999999999999,0.8
12947,2006,2006-07-09,R14,Sydney,North Melbourne,Away,206.0,-266.0,8.0,4.0,-5.0,-31.0,0.0,-22.0,-19.0,-1.0,-20.333333333333343,-29.333333333333343,-0.6666666666666666,-13.5,-23.75,0.0,1.6000000000000085,-23.0,0.3999999999999999
12948,2006,2006-07-09,R14,St Kilda,Adelaide,Home,-273.0,201.0,-8.0,-4.0,-22.0,0.0,0.0,-42.5,31.5,-1.0,-36.0,17.666666666666664,-0.6666666666666667,-51.5,26.5,-1.0,-51.2,20.599999999999994,-0.8
12949,2006,2006-07-09,R14,Footscray,Collingwood,Away,-12.0,78.0,0.0,0.0,28.0,-28.0,2.0,39.0,-3.5,1.0,28.0,-20.66666666666667,1.3333333333333335,21.0,-14.25,1.0,10.0,-4.599999999999994,0.40000000000000013
12950,2006,2006-07-14,R15,Richmond,Melbourne,Away,-250.0,121.0,-4.0,-2.0,-6.0,-36.0,0.0,-17.0,-36.5,0.0,-27.0,-14.333333333333329,-0.6666666666666667,-30.0,-17.5,-0.5,-26.799999999999997,-12.0,-0.8
12954,2006,2006-07-15,R15,West Coast,Hawthorn,Home,242.0,-222.0,12.0,6.0,10.0,-10.0,2.0,9.5,-31.0,1.0,-8.666666666666671,-9.666666666666671,0.0,9.0,-18.25,0.5,9.799999999999997,-16.80000000000001,0.7999999999999999
12952,2006,2006-07-15,R15,Adelaide,Sydney,Home,198.0,-243.0,8.0,4.0,39.0,-39.0,2.0,47.5,-21.0,1.0,45.33333333333334,-25.66666666666667,1.3333333333333335,40.25,-17.25,1.5,48.8,-23.4,1.2
12951,2006,2006-07-15,R15,Essendon,St Kilda,Away,-100.0,481.0,-14.0,-5.0,-34.0,62.0,-2.0,-35.0,51.5,-2.0,-18.33333333333333,30.333333333333343,-1.3333333333333333,-4.75,42.75,-1.5,-11.799999999999997,51.2,-1.2
12953,2006,2006-07-15,R15,North Melbourne,Brisbane Lions,Away,-82.0,41.0,0.0,0.0,4.0,-16.0,2.0,14.5,8.5,1.0,15.666666666666671,-8.666666666666671,1.3333333333333335,13.5,0.25,1.0,13.799999999999997,-0.5999999999999943,0.7999999999999999
12957,2006,2006-07-16,R15,Collingwood,Port Adelaide,Away,183.0,-160.0,6.0,3.0,9.0,30.0,0.0,-14.0,1.0,0.0,-10.0,8.0,0.0,-20.25,29.0,-0.5,-18.0,23.0,-0.3999999999999999
12956,2006,2006-07-16,R15,Carlton,Fremantle,Away,-79.0,162.0,-10.0,-3.0,-48.0,54.0,-2.0,-25.0,17.0,-1.0,0.0,12.333333333333329,-0.6666666666666666,3.75,12.0,-0.5,-0.20000000000000284,15.399999999999991,-0.8
12955,2006,2006-07-16,R15,Geelong,Footscray,Home,-185.0,-51.0,-6.0,-3.0,60.0,-17.0,2.0,21.0,33.0,0.0,5.0,5.0,0.0,11.25,4.25,0.0,6.799999999999997,6.0,-0.40000000000000013
12958,2006,2006-07-21,R16,Adelaide,North Melbourne,Home,397.0,-502.0,16.0,8.0,25.0,-12.0,2.0,16.0,-16.0,1.0,27.66666666666667,-21.999999999999993,0.6666666666666667,21.25,-27.0,0.5,18.599999999999994,-30.0,0.8
12959,2006,2006-07-22,R16,Essendon,West Coast,Draw,-184.0,395.0,-22.0,-9.0,4.0,9.0,-2.0,-11.0,15.0,-2.0,1.0,17.666666666666657,-1.3333333333333333,4.5,16.75,-1.0,-1.0,19.200000000000003,-1.2
12961,2006,2006-07-22,R16,Brisbane Lions,Hawthorn,Home,128.0,-95.0,2.0,1.0,12.0,-25.0,2.0,-1.0,-20.5,1.0,4.666666666666671,-36.66666666666667,1.3333333333333333,3.0,-7.25,0.5,4.599999999999994,-19.80000000000001,0.4
12962,2006,2006-07-22,R16,Sydney,Carlton,Home,237.0,-368.0,12.0,4.0,-15.0,-43.0,0.0,-15.0,-42.0,0.0,1.6666666666666714,-32.33333333333334,0.6666666666666666,-3.75,-30.75,0.5,-13.200000000000003,-36.400000000000006,0.4
12960,2006,2006-07-22,R16,Collingwood,Richmond,Home,370.0,-24.0,2.0,1.0,52.0,49.0,0.0,11.5,58.5,-1.0,-8.0,54.666666666666664,-1.3333333333333333,1.75,35.25,-0.5,-0.20000000000000284,43.0,-0.7999999999999999
12963,2006,2006-07-23,R16,St Kilda,Melbourne,Home,-136.0,-110.0,-4.0,-2.0,4.0,19.0,0.0,14.0,-4.0,0.0,11.0,-11.666666666666671,0.0,-4.5,3.25,-0.5,-21.400000000000006,-6.199999999999989,-0.3999999999999999
12964,2006,2006-07-23,R16,Geelong,Port Adelaide,Home,15.0,-171.0,2.0,1.0,10.0,-10.0,2.0,49.0,-12.5,2.0,23.666666666666657,0.6666666666666714,1.3333333333333333,23.0,-1.5,1.0,15.399999999999991,6.6000000000000085,0.8
12965,2006,2006-07-23,R16,Fremantle,Footscray,Home,-325.0,1.0,-4.0,-2.0,9.0,24.0,0.0,26.0,9.0,1.0,12.333333333333343,15.0,0.0,-14.0,15.0,-0.5,-14.0,14.799999999999997,-0.8
12966,2006,2006-07-28,R17,Collingwood,Hawthorn,Home,446.0,-124.0,10.0,5.0,53.0,6.0,2.0,42.0,8.0,1.0,14.333333333333329,8.0,0.6666666666666666,8.25,-2.25,0.5,4.599999999999994,1.7999999999999972,0.4
12968,2006,2006-07-29,R17,West Coast,Adelaide,Home,-240.0,364.0,-4.0,-1.0,-34.0,75.0,-2.0,-38.0,33.5,-1.0,-21.0,36.333333333333336,-0.6666666666666667,-36.5,31.75,-1.0,-41.8,32.800000000000004,-1.2
12970,2006,2006-07-29,R17,Port Adelaide,Sydney,Away,-77.0,308.0,-6.0,-3.0,-41.0,11.0,-2.0,-24.0,6.0,-1.0,-18.666666666666664,1.0,-0.6666666666666666,-16.25,16.25,-1.0,-10.0,6.0,-0.4
12969,2006,2006-07-29,R17,Essendon,Richmond,Home,81.0,239.0,-14.0,-5.0,52.0,4.0,0.0,35.5,4.0,0.0,22.33333333333333,26.33333333333333,-0.6666666666666666,16.0,32.5,-1.0,15.0,27.200000000000003,-0.8
12967,2006,2006-07-29,R17,St Kilda,Brisbane Lions,Home,7.0,-274.0,6.0,3.0,-20.0,-14.0,0.0,-15.5,-13.5,0.0,0.3333333333333428,-20.666666666666657,0.6666666666666667,13.75,-15.75,0.5,2.4000000000000057,-17.0,0.40000000000000013
12973,2006,2006-07-30,R17,Melbourne,Geelong,Home,89.0,-46.0,6.0,3.0,-23.0,7.0,-2.0,-10.5,0.5,-1.0,-21.66666666666667,4.666666666666657,-0.6666666666666667,0.0,-12.75,0.0,-1.3999999999999915,-5.599999999999994,0.0
12972,2006,2006-07-30,R17,Carlton,Footscray,Away,-427.0,184.0,-16.0,-6.0,16.0,15.0,0.0,-7.0,22.5,-1.0,-6.333333333333343,31.0,-0.6666666666666666,-9.0,25.0,-1.0,-15.799999999999997,23.599999999999994,-1.2
12971,2006,2006-07-30,R17,North Melbourne,Fremantle,Home,-80.0,122.0,-8.0,-4.0,-44.0,57.0,-2.0,-39.5,19.0,-2.0,-36.66666666666666,10.666666666666671,-1.3333333333333335,-18.0,7.5,-0.5,-0.5999999999999943,2.8000000000000114,0.0
12974,2006,2006-08-04,R18,St Kilda,West Coast,Away,-98.0,-168.0,-4.0,-2.0,9.0,-12.0,0.0,-8.5,-39.5,1.0,-3.3333333333333286,-24.333333333333343,0.6666666666666667,-0.5,-28.5,0.5,11.799999999999997,-26.400000000000006,0.8
12976,2006,2006-08-05,R18,Richmond,Melbourne,Away,-330.0,250.0,-8.0,-3.0,-48.0,106.0,-2.0,-31.0,55.5,-1.0,-26.666666666666664,43.0,-1.3333333333333333,-21.5,23.25,-1.0,-22.799999999999997,11.200000000000003,-0.8
