Game,Season,Date,Round,HomeTeam,AwayTeam,Winner,SeasonPointsBy,SeasonPointsAgainst,SeasonPerformance,Ranking,PointsBy_Last_1,PointsAgainst_Last_1,Performance_Last_1,PointsBy_Last_2,PointsAgainst_Last_2,Performance_Last_2,PointsBy_Last_3,PointsAgainst_Last_3,Performance_Last_3,PointsBy_Last_4,PointsAgainst_Last_4,Performance_Last_4,PointsBy_Last_5,PointsAgainst_Last_5,Performance_Last_5
15787,2021,2021-03-26,R2,Geelong,Brisbane Lions,Home,-3.0,-22.0,0.0,0.0,-3.0,-22.0,0.0,2.5,-11.5,0.0,6.0,-11.666666666666671,0.0,10.0,-16.0,0.0,1.7999999999999972,-9.399999999999991,-0.3999999999999999
15788,2021,2021-03-27,R2,Sydney,Adelaide,Home,22.0,3.0,0.0,0.0,22.0,3.0,0.0,26.0,-2.5,0.0,7.0,4.0,-0.6666666666666666,3.5,5.5,-1.0,-0.4000000000000057,4.0,-0.8
15790,2021,2021-03-27,R2,St Kilda,Essendon,Away,-5.0,-14.0,2.0,1.0,-5.0,-14.0,2.0,-2.5,-1.0,1.0,10.999999999999993,-5.666666666666671,1.3333333333333333,18.25,-23.75,1.5,15.599999999999994,-18.000000000000007,1.2
15789,2021,2021-03-27,R2,Port Adelaide,Melbourne,Home,37.0,7.0,0.0,0.0,37.0,7.0,0.0,4.5,2.0,-1.0,-4.0,-9.333333333333336,-0.6666666666666667,4.0,-7.5,0.0,9.799999999999997,-13.600000000000001,0.40000000000000013
15791,2021,2021-03-27,R2,Gold Coast,North Melbourne,Home,-7.0,-34.0,0.0,0.0,-7.0,-34.0,0.0,8.0,12.5,0.0,9.0,-2.0,0.0,7.0,1.0,0.0,18.200000000000003,-11.799999999999997,0.4
15792,2021,2021-03-28,R2,Hawthorn,Richmond,Away,-13.0,11.0,0.0,0.0,-13.0,11.0,0.0,7.0,9.0,0.0,2.6666666666666714,18.000000000000007,-0.6666666666666667,-1.5,21.25,-1.0,-2.4000000000000057,19.800000000000004,-0.8
15793,2021,2021-03-28,R2,Footscray,West Coast,Home,-14.0,-5.0,0.0,0.0,-14.0,-5.0,0.0,-12.5,-7.0,0.0,0.0,-1.3333333333333357,0.0,2.75,-3.5,0.0,2.6000000000000085,-3.1999999999999957,0.40000000000000013
15794,2021,2021-03-28,R2,Fremantle,GWS,Home,-20.0,-6.0,0.0,0.0,-20.0,-6.0,0.0,-3.0,-7.0,0.0,6.333333333333336,-19.33333333333333,0.6666666666666666,4.75,-21.0,1.0,0.0,-13.399999999999999,0.4
15795,2021,2021-04-01,R3,Collingwood,Brisbane Lions,Away,-15.0,-52.0,2.0,1.0,26.0,4.0,2.0,-7.5,-26.0,1.0,-8.333333333333336,-11.333333333333329,0.6666666666666666,-4.5,-3.25,0.5,-10.199999999999996,-2.5999999999999943,0.0
15797,2021,2021-04-02,R3,Adelaide,Gold Coast,Home,35.0,90.0,0.0,0.0,-10.0,82.0,-2.0,17.5,45.0,0.0,3.6666666666666714,19.666666666666657,0.0,9.25,11.75,0.5,10.600000000000001,1.2000000000000028,0.7999999999999999
15796,2021,2021-04-02,R3,North Melbourne,Footscray,Away,-65.0,69.0,-4.0,-2.0,-61.0,5.0,-2.0,-32.5,34.5,-2.0,-31.66666666666667,17.0,-1.3333333333333333,-33.5,26.5,-1.5,-33.599999999999994,28.800000000000004,-1.6
15798,2021,2021-04-03,R3,Richmond,Port Adelaide,Away,-53.0,-1.0,0.0,0.0,-41.0,-16.0,0.0,-26.5,-0.5,0.0,-4.0,1.0,0.6666666666666667,-6.0,0.25,0.5,-1.0,1.0,0.3999999999999999
15800,2021,2021-04-03,R3,West Coast,Sydney,Home,-70.0,-24.0,-2.0,-1.0,-28.0,12.0,-2.0,-35.0,-12.0,-1.0,-19.33333333333333,-5.666666666666671,-0.6666666666666666,-12.5,-14.0,0.0,-7.400000000000006,-12.600000000000001,0.3999999999999999
15799,2021,2021-04-03,R3,Essendon,St Kilda,Home,-3.0,42.0,-2.0,-1.0,-8.0,28.0,0.0,-1.5,21.0,-1.0,-1.0,10.0,-0.6666666666666666,-10.25,11.25,-1.0,-16.200000000000003,24.60000000000001,-1.2
15802,2021,2021-04-04,R3,GWS,Fremantle,Away,-11.0,37.0,-2.0,-1.0,-31.0,31.0,-2.0,-5.5,18.5,-1.0,-8.333333333333336,15.0,-0.6666666666666666,-12.5,22.25,-1.0,-10.0,22.999999999999993,-1.2
15801,2021,2021-04-04,R3,Carlton,Melbourne,Home,-6.0,80.0,-4.0,-2.0,-6.0,33.0,-2.0,-3.0,40.0,-2.0,-4.333333333333343,36.33333333333333,-2.0,-9.0,26.75,-2.0,-2.4000000000000057,22.39999999999999,-1.2000000000000002
15803,2021,2021-04-05,R3,Geelong,Hawthorn,Home,31.0,14.0,0.0,0.0,32.0,2.0,2.0,15.5,7.0,0.0,-9.0,12.666666666666671,-0.6666666666666666,3.75,1.0,0.0,9.799999999999997,-8.800000000000011,0.3999999999999999
15804,2021,2021-04-08,R4,Sydney,Essendon,Home,64.0,-25.0,4.0,2.0,-26.0,4.0,0.0,15.0,-13.5,1.0,21.33333333333333,-8.333333333333329,1.3333333333333335,19.5,-6.0,1.0,18.0,-6.0,0.7999999999999999
15805,2021,2021-04-09,R4,Port Adelaide,Richmond,Home,52.0,-8.0,0.0,0.0,-1.0,-9.0,0.0,20.0,3.5,0.0,17.33333333333333,-2.6666666666666714,0.0,2.75,-3.0,-0.5,4.599999999999994,-2.0,-0.40000000000000013
15809,2021,2021-04-10,R4,Collingwood,Carlton,Away,-43.0,-48.0,0.0,0.0,-37.0,9.0,-2.0,-8.0,-6.0,0.0,-14.333333333333329,-16.0,0.0,-18.0,-6.5,0.0,-10.400000000000006,-4.599999999999994,0.4
15806,2021,2021-04-10,R4,Footscray,GWS,Home,134.0,-90.0,6.0,3.0,99.0,-63.0,2.0,71.5,-28.5,2.0,44.66666666666667,-30.000000000000007,2.0,42.0,-26.25,1.5,33.599999999999994,-28.0,1.6
15807,2021,2021-04-10,R4,St Kilda,West Coast,Home,-57.0,83.0,-2.0,-1.0,-40.0,72.0,-2.0,-30.0,31.5,-1.0,-19.0,27.66666666666667,-0.6666666666666666,-20.75,21.75,-0.5,-13.0,23.400000000000006,-0.3999999999999999
15808,2021,2021-04-10,R4,Gold Coast,Brisbane Lions,Away,-6.0,-61.0,0.0,0.0,12.0,23.0,-2.0,15.0,-9.5,0.0,-2.0,-20.333333333333343,0.0,2.25,-8.75,0.0,-2.799999999999997,-4.200000000000003,-0.4
15810,2021,2021-04-11,R4,North Melbourne,Hawthorn,Away,-62.0,144.0,-2.0,-1.0,-25.0,98.0,0.0,-17.5,59.0,0.0,-20.666666666666664,48.0,-0.6666666666666666,-34.0,34.0,-1.0,-28.199999999999996,31.799999999999997,-0.8
15811,2021,2021-04-11,R4,Melbourne,Geelong,Home,32.0,-48.0,2.0,1.0,33.0,4.0,0.0,21.5,-1.5,0.0,10.666666666666671,-16.0,0.6666666666666667,12.5,-20.0,1.0,9.400000000000006,-9.599999999999994,0.8
15812,2021,2021-04-11,R4,Fremantle,Adelaide,Home,-77.0,-52.0,-2.0,-1.0,-31.0,24.0,-2.0,-16.0,-20.5,0.0,-25.666666666666657,-17.33333333333333,-0.6666666666666666,-16.5,-13.75,-0.5,-7.799999999999997,-15.200000000000003,-0.3999999999999999
15813,2021,2021-04-15,R5,St Kilda,Richmond,Away,-3.0,69.0,0.0,0.0,25.0,3.0,2.0,10.5,14.5,1.0,5.333333333333329,23.666666666666657,0.0,-0.75,17.25,0.0,-7.0,19.799999999999997,-0.3999999999999999
15814,2021,2021-04-16,R5,West Coast,Collingwood,Home,75.0,14.0,2.0,1.0,22.0,12.0,0.0,29.0,5.0,1.0,15.0,8.333333333333329,0.0,18.75,3.5,0.5,23.60000000000001,-2.0,0.4
15815,2021,2021-04-17,R5,Footscray,Essendon,Home,30.0,-123.0,6.0,3.0,-7.0,-29.0,2.0,8.5,-29.0,1.0,17.33333333333333,-28.0,1.3333333333333335,7.5,-30.75,1.5,9.0,-24.799999999999997,1.2000000000000002
15817,2021,2021-04-17,R5,Carlton,Port Adelaide,Away,-42.0,19.0,-2.0,-1.0,-9.0,-18.0,0.0,14.5,-31.0,1.0,-1.6666666666666714,-7.0,0.0,-10.5,4.75,-0.5,-4.200000000000003,10.200000000000003,-0.3999999999999999
15816,2021,2021-04-17,R5,Sydney,GWS,Away,154.0,-1.0,6.0,3.0,-7.0,20.0,0.0,21.0,-5.0,1.0,35.66666666666667,-3.0,1.3333333333333335,38.5,-0.25,1.5,37.39999999999999,-2.8000000000000114,1.2000000000000002
15818,2021,2021-04-17,R5,Brisbane Lions,Gold Coast,Home,1.0,64.0,0.0,0.0,-5.0,3.0,0.0,-8.5,-10.0,1.0,-11.666666666666671,7.333333333333329,0.0,0.25,16.0,0.0,-2.8000000000000114,7.599999999999994,0.0
15819,2021,2021-04-18,R5,Adelaide,Melbourne,Away,37.0,106.0,-2.0,-1.0,24.0,8.0,0.0,8.5,12.5,0.0,4.666666666666657,24.33333333333333,-0.6666666666666667,9.25,26.5,-0.5,0.3999999999999915,26.800000000000004,-0.8
15820,2021,2021-04-18,R5,Hawthorn,Fremantle,Away,-19.0,8.0,-2.0,-1.0,-15.0,15.0,-2.0,-7.5,-12.5,-1.0,-17.666666666666657,-1.0,-1.3333333333333333,-4.75,2.0,-0.5,9.0,-1.7999999999999972,0.0
15821,2021,2021-04-18,R5,Geelong,North Melbourne,Home,90.0,-159.0,4.0,2.0,-8.0,-24.0,0.0,11.0,-63.5,1.0,21.333333333333336,-48.33333333333334,1.3333333333333333,22.5,-39.75,1.0,21.200000000000003,-25.400000000000006,0.8
15822,2021,2021-04-23,R6,GWS,Footscray,Away,-164.0,109.0,-6.0,-3.0,-47.0,13.0,0.0,-15.0,9.5,0.0,-43.0,27.333333333333336,-0.6666666666666667,-43.25,19.0,-1.0,-32.80000000000001,21.799999999999997,-1.2
15823,2021,2021-04-24,R6,Geelong,West Coast,Home,-91.0,-28.0,0.0,0.0,-26.0,-29.0,0.0,-24.0,-23.0,0.0,-29.0,-17.66666666666667,0.0,-24.75,-18.25,0.5,-18.200000000000003,-5.6000000000000085,0.0
15827,2021,2021-04-24,R6,Fremantle,Sydney,Home,-126.0,-7.0,-2.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,-8.333333333333343,13.0,0.0,-14.75,1.75,0.0,-25.200000000000003,-1.4000000000000057,-0.40000000000000013
15826,2021,2021-04-24,R6,Melbourne,Brisbane Lions,Home,59.0,-83.0,6.0,3.0,2.0,9.0,0.0,16.5,-2.0,1.0,20.66666666666667,-2.6666666666666714,0.6666666666666667,18.25,-4.0,1.0,11.800000000000011,-16.6,1.2
15825,2021,2021-04-24,R6,Carlton,Richmond,Away,-54.0,57.0,-2.0,-1.0,-66.0,48.0,-2.0,-36.5,14.0,0.0,-12.0,-8.333333333333329,0.6666666666666666,-7.25,8.0,0.0,-10.799999999999997,11.400000000000006,-0.3999999999999999
15824,2021,2021-04-24,R6,Gold Coast,North Melbourne,Home,98.0,-163.0,2.0,1.0,9.0,41.0,0.0,0.0,1.0,0.0,15.333333333333336,-23.333333333333343,0.0,26.25,-32.25,0.5,19.6,-32.599999999999994,0.4
15830,2021,2021-04-25,R6,Port Adelaide,Adelaide,Home,15.0,-66.0,2.0,1.0,24.0,-16.0,2.0,-3.0,-3.5,1.0,-10.0,5.333333333333329,0.0,0.25,-10.0,0.5,3.0,-13.200000000000003,0.40000000000000013
15828,2021,2021-04-25,R6,Hawthorn,Essendon,Home,-84.0,-26.0,0.0,0.0,9.0,2.0,0.0,5.0,7.5,0.0,-23.0,5.333333333333343,-0.6666666666666666,-21.25,-6.25,-0.5,-16.799999999999997,-5.200000000000003,0.0
15829,2021,2021-04-25,R6,Collingwood,St Kilda,Away,-10.0,-108.0,-2.0,-1.0,28.0,-31.0,0.0,-7.0,-11.5,-1.0,-3.333333333333343,-31.0,-0.6666666666666666,5.75,-24.75,0.0,-2.0,-21.599999999999994,-0.4
15831,2021,2021-04-30,R7,Richmond,Footscray,Home,-117.0,95.0,-6.0,-3.0,-56.0,17.0,-2.0,-20.0,4.5,-1.0,-12.0,11.333333333333336,-1.3333333333333335,-32.75,28.0,-1.5,-30.60000000000001,13.600000000000001,-1.2
15835,2021,2021-05-01,R7,Sydney,Port Adelaide,Home,0.0,83.0,-2.0,-1.0,-33.0,61.0,-2.0,-30.0,32.0,-2.0,-18.666666666666657,22.333333333333336,-1.3333333333333335,-2.5,7.75,-0.5,-1.5999999999999943,10.799999999999997,-0.40000000000000013
15833,2021,2021-05-01,R7,Adelaide,Geelong,Away,52.0,133.0,-2.0,-1.0,-37.0,63.0,-2.0,-21.0,50.0,-2.0,2.3333333333333286,27.66666666666667,-0.6666666666666666,8.25,26.0,-0.5,8.0,29.0,-0.8
15832,2021,2021-05-01,R7,Collingwood,Hawthorn,Away,10.0,-8.0,-2.0,-1.0,-17.0,10.0,-2.0,2.5,4.5,-1.0,-5.333333333333329,1.0,-0.6666666666666666,-2.0,1.75,-0.5,9.799999999999997,2.799999999999997,0.0
15836,2021,2021-05-01,R7,Brisbane Lions,Gold Coast,Home,50.0,16.0,2.0,1.0,3.0,25.0,0.0,24.5,-24.0,1.0,14.666666666666657,-15.0,0.6666666666666666,8.0,-17.0,1.0,2.8000000000000114,-5.200000000000003,0.3999999999999999
15834,2021,2021-05-01,R7,St Kilda,GWS,Home,-12.0,113.0,0.0,0.0,-26.0,-11.0,0.0,-24.5,27.0,-1.0,-12.333333333333329,25.33333333333333,-0.6666666666666666,-9.25,29.25,-0.5,-4.0,24.19999999999999,-0.4
15837,2021,2021-05-02,R7,North Melbourne,Fremantle,Away,-182.0,221.0,-8.0,-4.0,-51.0,51.0,-2.0,-44.0,28.0,-2.0,-38.666666666666664,28.0,-2.0,-35.25,35.5,-1.5,-37.8,36.8,-1.6
15838,2021,2021-05-02,R7,Essendon,Carlton,Away,36.0,16.0,0.0,0.0,24.0,-18.0,2.0,0.5,-6.0,1.0,3.6666666666666714,4.0,0.0,11.25,4.0,0.0,5.0,5.800000000000011,0.0
15839,2021,2021-05-02,R7,West Coast,Melbourne,Home,-36.0,182.0,-6.0,-3.0,-43.0,88.0,-2.0,-22.0,55.0,-1.0,-15.666666666666657,50.66666666666667,-1.3333333333333335,-10.25,38.75,-1.0,-7.799999999999997,36.4,-1.2
15840,2021,2021-05-07,R8,Richmond,Geelong,Away,-11.0,2.0,0.0,0.0,-11.0,-35.0,2.0,-49.5,4.0,0.0,-14.0,3.0,0.0,-6.25,0.75,0.0,-4.400000000000006,11.200000000000003,-0.3999999999999999
15841,2021,2021-05-08,R8,Gold Coast,Essendon,Away,-105.0,-152.0,2.0,1.0,-28.0,-68.0,2.0,-18.5,-46.5,1.0,-8.666666666666671,-25.666666666666657,0.6666666666666666,-11.75,-22.5,0.5,-21.0,-12.600000000000009,0.0
15845,2021,2021-05-08,R8,Port Adelaide,Collingwood,Home,112.0,-93.0,8.0,4.0,-11.0,14.0,0.0,-1.5,-28.0,1.0,5.666666666666671,-30.33333333333333,1.3333333333333333,9.0,-26.0,1.5,7.0,-13.799999999999997,1.2
15844,2021,2021-05-08,R8,Melbourne,Sydney,Home,-18.0,-159.0,4.0,2.0,13.0,-15.0,0.0,17.5,-33.5,1.0,23.33333333333333,-27.999999999999993,1.3333333333333335,18.0,-26.0,1.0,11.400000000000006,-21.6,0.8
15843,2021,2021-05-08,R8,North Melbourne,Adelaide,Away,-226.0,113.0,-6.0,-3.0,34.0,-3.0,0.0,-8.5,-3.0,0.0,-14.0,-4.333333333333329,0.0,-20.75,7.0,-0.5,-27.799999999999997,22.0,-0.8
15842,2021,2021-05-08,R8,GWS,St Kilda,Home,-10.0,-133.0,0.0,0.0,-22.0,-20.0,0.0,2.0,-4.5,0.0,9.0,-24.666666666666657,0.6666666666666666,3.75,-24.0,0.5,3.0,-27.400000000000006,0.3999999999999999
15848,2021,2021-05-09,R8,Brisbane Lions,West Coast,Home,-41.0,-91.0,0.0,0.0,-39.0,-29.0,0.0,12.5,-40.0,1.0,8.0,-37.0,0.6666666666666667,-1.0,-35.0,0.5,-7.799999999999997,-27.799999999999997,0.40000000000000013
15847,2021,2021-05-09,R8,Footscray,Carlton,Home,66.0,-203.0,6.0,3.0,-68.0,-30.0,-2.0,-24.5,-34.0,0.0,0.3333333333333286,-36.0,0.6666666666666666,1.0,-28.25,0.5,12.400000000000006,-27.599999999999994,0.40000000000000013
15846,2021,2021-05-09,R8,Hawthorn,Fremantle,Away,-60.0,87.0,-4.0,-2.0,-14.0,-4.0,0.0,-5.5,23.5,0.0,-13.666666666666657,26.33333333333333,-0.6666666666666666,-14.0,23.5,-1.0,-11.200000000000003,10.799999999999997,-0.7999999999999999
15849,2021,2021-05-14,R9,St Kilda,Geelong,Away,-121.0,163.0,-2.0,-1.0,-63.0,-9.0,0.0,-11.5,-20.0,1.0,-40.0,4.666666666666671,0.0,-37.25,25.25,-0.5,-21.400000000000006,19.60000000000001,0.0
15850,2021,2021-05-15,R9,Sydney,Footscray,Home,-70.0,132.0,-4.0,-2.0,-49.0,-24.0,-2.0,-7.0,-6.5,0.0,-19.333333333333343,7.333333333333329,-0.6666666666666666,-26.75,9.25,-1.0,-19.400000000000006,12.600000000000009,-0.8
15851,2021,2021-05-15,R9,Hawthorn,GWS,Away,-80.0,111.0,-4.0,-2.0,-47.0,-7.0,-2.0,-47.0,41.0,-2.0,-19.0,25.666666666666657,-0.6666666666666666,-18.5,28.0,-1.0,-16.599999999999994,29.599999999999994,-1.2000000000000002
15852,2021,2021-05-15,R9,Gold Coast,North Melbourne,Away,134.0,-281.0,6.0,2.0,-22.0,-31.0,0.0,-8.0,-39.5,1.0,12.0,-39.333333333333336,1.3333333333333333,11.25,-19.25,1.0,7.199999999999996,-23.200000000000003,0.8
15853,2021,2021-05-15,R9,Richmond,Collingwood,Home,53.0,-48.0,4.0,2.0,-31.0,50.0,-2.0,-4.5,13.0,0.0,-15.333333333333336,-0.3333333333333286,0.0,3.0,-14.0,0.5,5.799999999999997,-13.400000000000006,0.4
15854,2021,2021-05-15,R9,Port Adelaide,Brisbane Lions,Away,12.0,-43.0,2.0,1.0,-8.0,-33.0,0.0,-28.5,8.0,-1.0,-22.33333333333333,-10.000000000000007,-0.6666666666666667,-18.25,-1.75,-0.5,-9.600000000000009,-0.6000000000000014,0.0
15855,2021,2021-05-16,R9,Essendon,Fremantle,Home,113.0,106.0,-4.0,-2.0,34.0,12.0,0.0,34.0,1.5,0.0,26.0,13.333333333333329,0.0,9.75,17.5,-0.5,4.6000000000000085,14.400000000000006,-0.7999999999999999
15856,2021,2021-05-16,R9,Melbourne,Carlton,Home,3.0,-255.0,10.0,5.0,-24.0,-49.0,2.0,-22.0,-41.5,1.0,-15.666666666666671,-46.00000000000001,1.3333333333333335,-2.75,-45.0,1.5,0.7999999999999972,-35.800000000000004,1.2
15857,2021,2021-05-16,R9,West Coast,Adelaide,Home,95.0,-68.0,4.0,2.0,60.0,-27.0,2.0,76.5,-30.0,2.0,31.000000000000007,-8.666666666666657,1.3333333333333333,31.0,-8.5,1.5,19.39999999999999,0.0,0.7999999999999999
15858,2021,2021-05-21,R10,Brisbane Lions,Richmond,Home,77.0,-72.0,2.0,1.0,37.0,-32.0,0.0,34.5,-43.5,1.0,28.33333333333333,-32.666666666666664,0.6666666666666667,35.0,-23.75,1.0,21.60000000000001,-19.599999999999994,0.8
15863,2021,2021-05-22,R10,Fremantle,Melbourne,Home,-115.0,181.0,-10.0,-4.0,-33.0,0.0,-2.0,-14.5,18.5,-2.0,-19.66666666666667,32.0,-2.0,-10.5,24.0,-1.5,-12.400000000000006,22.799999999999997,-1.2
15861,2021,2021-05-22,R10,Adelaide,Gold Coast,Home,79.0,143.0,0.0,0.0,25.0,-18.0,0.0,4.5,3.0,0.0,-10.333333333333336,19.0,-0.6666666666666666,-8.0,24.75,-1.0,-3.200000000000003,13.0,-0.8
15860,2021,2021-05-22,R10,Geelong,Hawthorn,Home,155.0,-232.0,8.0,4.0,-12.0,-40.0,2.0,27.0,-37.5,2.0,27.66666666666667,-37.66666666666666,1.3333333333333333,29.25,-43.25,1.0,28.0,-46.0,1.2000000000000002
15859,2021,2021-05-22,R10,Carlton,St Kilda,Home,125.0,39.0,-2.0,-1.0,21.0,26.0,0.0,24.5,39.5,-1.0,14.666666666666671,42.333333333333336,-0.6666666666666666,22.5,34.25,-0.5,22.0,19.80000000000001,-0.4
15862,2021,2021-05-22,R10,Footscray,Sydney,Home,94.0,-97.0,4.0,1.0,24.0,35.0,0.0,36.5,29.5,1.0,12.666666666666671,16.0,0.0,20.5,3.25,0.5,26.200000000000003,-0.3999999999999915,0.8
15866,2021,2021-05-23,R10,Essendon,Port Adelaide,Home,30.0,191.0,-6.0,-3.0,-9.0,-35.0,2.0,4.5,17.0,0.0,24.0,21.33333333333333,0.0,22.0,27.5,0.0,7.3999999999999915,28.799999999999997,-0.3999999999999999
15865,2021,2021-05-23,R10,Collingwood,North Melbourne,Away,101.0,-188.0,2.0,1.0,-45.0,-8.0,-2.0,-13.5,-13.0,0.0,-15.000000000000007,-16.666666666666657,0.0,-2.0,-10.0,0.0,4.200000000000003,-2.799999999999997,0.0
15864,2021,2021-05-23,R10,GWS,West Coast,Home,-120.0,-13.0,-4.0,-2.0,-23.0,11.0,-2.0,-7.0,28.0,-1.0,-13.333333333333329,7.333333333333329,-0.6666666666666667,-3.5,-2.5,-0.5,-9.199999999999989,-3.4000000000000057,-0.40000000000000013
15867,2021,2021-05-28,R11,Footscray,Melbourne,Away,130.0,-18.0,0.0,0.0,49.0,-63.0,2.0,25.5,-27.0,1.0,30.333333333333343,-7.0,0.6666666666666667,10.75,-4.25,0.0,13.0,0.0,0.0
15868,2021,2021-05-29,R11,Collingwood,Geelong,Away,-186.0,140.0,-10.0,-5.0,-33.0,2.0,-2.0,-29.5,13.5,-2.0,-30.33333333333333,13.333333333333336,-1.3333333333333335,-31.0,7.25,-1.0,-35.0,19.799999999999997,-1.2000000000000002
15869,2021,2021-05-29,R11,Brisbane Lions,Essendon,Home,-34.0,-188.0,6.0,3.0,-39.0,5.0,0.0,8.5,-2.5,0.0,2.3333333333333286,-13.666666666666671,0.6666666666666667,-1.75,-30.0,1.0,-2.5999999999999943,-24.0,0.8
15870,2021,2021-05-29,R11,St Kilda,GWS,Home,-130.0,130.0,-2.0,-1.0,-60.0,67.0,-2.0,-48.0,24.0,-1.0,-46.666666666666664,-1.0,-0.6666666666666666,-29.5,4.25,-0.5,-28.799999999999997,1.1999999999999886,-0.3999999999999999
15871,2021,2021-05-29,R11,West Coast,Hawthorn,Away,217.0,-91.0,8.0,4.0,14.0,7.0,0.0,20.0,-2.0,1.0,26.0,-14.0,1.3333333333333333,37.75,-24.25,1.5,17.60000000000001,-12.0,0.7999999999999999
15872,2021,2021-05-29,R11,Gold Coast,North Melbourne,Home,86.0,-287.0,4.0,2.0,-12.0,-50.0,0.0,-24.0,-3.0,-1.0,-23.33333333333333,-12.333333333333329,-0.6666666666666666,-16.0,-21.25,0.0,-2.3999999999999915,-24.80000000000001,0.4
15875,2021,2021-05-30,R11,Port Adelaide,Adelaide,Home,27.0,-238.0,6.0,3.0,-37.0,-37.0,0.0,-18.0,-23.5,0.0,4.333333333333329,-32.0,0.6666666666666666,4.5,-27.25,0.5,2.4000000000000057,-34.400000000000006,0.7999999999999999
15873,2021,2021-05-30,R11,Richmond,Carlton,Home,-50.0,-83.0,2.0,1.0,-12.0,39.0,-2.0,3.5,14.0,0.0,-7.0,15.666666666666671,0.0,-16.75,-1.25,0.0,-20.799999999999997,-5.200000000000003,0.0
15874,2021,2021-05-30,R11,Sydney,Fremantle,Home,100.0,-37.0,2.0,1.0,-2.0,2.0,-2.0,4.5,-12.0,0.0,-1.3333333333333428,-17.33333333333333,0.0,3.25,-24.0,0.5,-5.200000000000003,-8.800000000000011,0.0
15876,2021,2021-06-04,R12,Melbourne,Brisbane Lions,Home,-59.0,-71.0,4.0,2.0,-42.0,-6.0,0.0,-24.5,8.0,-1.0,-26.33333333333333,10.999999999999993,-0.6666666666666667,-26.75,5.0,-0.5,-19.39999999999999,9.799999999999997,-0.3999999999999999
15879,2021,2021-06-05,R12,Essendon,Richmond,Away,115.0,76.0,-2.0,-1.0,-24.0,-12.0,0.0,21.5,-22.5,1.0,8.0,-22.33333333333333,0.6666666666666667,16.5,-21.5,0.5,19.19999999999999,-3.5999999999999943,0.0
15877,2021,2021-06-05,R12,Sydney,Collingwood,Home,227.0,-10.0,10.0,4.0,49.0,17.0,2.0,37.5,22.0,1.0,34.99999999999999,4.666666666666671,1.3333333333333333,17.25,1.25,0.5,20.799999999999997,2.799999999999997,0.7999999999999999
15878,2021,2021-06-05,R12,Adelaide,St Kilda,Away,123.0,42.0,-2.0,-1.0,-5.0,43.0,-2.0,29.0,-3.0,0.0,29.0,10.666666666666671,0.0,15.5,16.25,-0.5,-5.3999999999999915,22.400000000000006,-0.7999999999999999
15881,2021,2021-06-06,R12,Fremantle,West Coast,Away,-144.0,8.0,-2.0,-1.0,-2.0,28.0,0.0,3.5,9.5,1.0,-12.666666666666671,3.6666666666666714,0.0,-16.25,11.5,-0.5,-24.799999999999997,21.0,-0.7999999999999999
15880,2021,2021-06-06,R12,Carlton,Footscray,Away,-149.0,279.0,-10.0,-5.0,19.0,13.0,0.0,-19.5,21.5,0.0,-22.333333333333343,20.0,-0.6666666666666666,-20.75,19.0,-1.0,-3.0,21.200000000000003,-0.3999999999999999
15882,2021,2021-06-10,R13,Port Adelaide,Geelong,Away,9.0,50.0,0.0,0.0,54.0,18.0,0.0,11.0,9.5,0.0,10.333333333333343,22.666666666666664,-0.6666666666666667,-2.0,10.75,-0.5,-10.399999999999991,9.199999999999996,-0.40000000000000013
15883,2021,2021-06-11,R13,Sydney,Hawthorn,Away,291.0,-100.0,12.0,5.0,16.0,-30.0,2.0,26.5,-19.0,2.0,19.0,-13.0,1.3333333333333333,17.25,-23.75,1.5,13.600000000000009,-31.200000000000003,1.2
15884,2021,2021-06-12,R13,Fremantle,Adelaide,Home,-58.0,-101.0,2.0,1.0,-8.0,15.0,0.0,-11.0,9.5,0.0,-10.666666666666671,2.666666666666657,0.0,-11.75,-7.5,0.0,-2.799999999999997,-4.400000000000006,0.0
15885,2021,2021-06-12,R13,St Kilda,Gold Coast,Away,48.0,232.0,2.0,1.0,-30.0,16.0,-2.0,0.5,-3.5,0.0,-5.666666666666671,4.333333333333329,0.0,-6.0,4.5,0.0,-8.0,3.4000000000000057,0.0
15887,2021,2021-06-13,R13,West Coast,Richmond,Home,38.0,17.0,0.0,0.0,-28.0,-11.0,0.0,-34.0,-3.5,-1.0,-21.66666666666667,-5.333333333333343,-0.6666666666666666,-11.5,-5.75,-0.5,-2.1999999999999886,-17.799999999999997,0.0
15886,2021,2021-06-13,R13,North Melbourne,GWS,Draw,-203.0,228.0,-8.0,-4.0,3.0,-41.0,0.0,-10.5,11.5,-1.0,-5.666666666666657,5.333333333333329,0.0,-12.0,1.25,-0.5,-16.200000000000003,13.799999999999997,-0.7999999999999999
15888,2021,2021-06-14,R13,Melbourne,Collingwood,Away,257.0,-159.0,16.0,5.0,19.0,2.0,0.0,27.5,0.0,1.0,30.666666666666664,12.333333333333343,0.6666666666666666,36.0,8.25,1.0,23.400000000000006,3.0,0.8
15889,2021,2021-06-18,R14,Geelong,Footscray,Home,-125.0,27.0,-2.0,-1.0,19.0,26.0,0.0,10.5,-5.0,1.0,-10.666666666666671,4.666666666666664,0.6666666666666667,-15.0,-4.0,0.5,-8.200000000000003,-8.799999999999997,0.3999999999999999
